year;month;day;plot;subplot;species;individuals
2017;5;8;2;D2;FRPU;0
2018;5;22;2;D2;FRPU;0
2019;5;14;2;D2;FRPU;0
2015;7;13;3;D2;FRPU;0
2016;5;20;3;D2;FRPU;0
2017;5;8;3;D2;FRPU;0
2018;5;22;3;D2;FRPU;0
2019;5;14;3;D2;FRPU;0
2015;7;13;4;D2;FRPU;0
2016;5;20;4;D2;FRPU;0
2017;5;8;4;D2;FRPU;0
2018;5;22;4;D2;FRPU;0
2019;5;14;4;D2;FRPU;0
2015;7;13;5;D2;FRPU;0
2016;5;20;5;D2;FRPU;0
2017;5;8;5;D2;FRPU;0
2018;5;22;5;D2;FRPU;0
2019;5;14;5;D2;FRPU;0
2015;7;13;6;D2;FRPU;0
2016;5;20;6;D2;FRPU;0
2017;5;8;6;D2;FRPU;0
2018;5;22;6;D2;FRPU;0
2019;5;14;6;D2;FRPU;0
2015;7;13;7;D2;FRPU;1
2016;5;20;7;D2;FRPU;0
2017;5;8;7;D2;FRPU;0
2018;5;22;7;D2;FRPU;0
2019;5;14;7;D2;FRPU;0
2015;7;13;8;D2;FRPU;0
2016;5;20;8;D2;FRPU;3
2017;5;8;8;D2;FRPU;0
2018;5;22;8;D2;FRPU;0
2019;5;14;8;D2;FRPU;0
2015;7;13;9;D2;FRPU;0
2016;5;20;9;D2;FRPU;0
2017;5;8;9;D2;FRPU;0
2018;5;22;9;D2;FRPU;0
2019;5;14;9;D2;FRPU;0
2015;7;13;1;D3;FRPU;0
2016;5;20;1;D3;FRPU;0
2017;5;8;1;D3;FRPU;0
2018;5;22;1;D3;FRPU;0
2019;5;14;1;D3;FRPU;0
2015;7;13;2;D3;FRPU;0
2016;5;20;2;D3;FRPU;0
2017;5;8;2;D3;FRPU;0
2018;5;22;2;D3;FRPU;0
2019;5;14;2;D3;FRPU;0
2015;7;13;3;D3;FRPU;0
2016;5;20;3;D3;FRPU;0
2017;5;8;3;D3;FRPU;0
2018;5;22;3;D3;FRPU;0
2019;5;14;3;D3;FRPU;0
2015;7;13;4;D3;FRPU;0
2016;5;20;4;D3;FRPU;0
2017;5;8;4;D3;FRPU;0
2018;5;22;4;D3;FRPU;0
2019;5;14;4;D3;FRPU;0
2015;7;13;5;D3;FRPU;0
2016;5;20;5;D3;FRPU;0
2017;5;8;5;D3;FRPU;0
2018;5;22;5;D3;FRPU;0
2019;5;14;5;D3;FRPU;0
2015;7;13;6;D3;FRPU;0
2016;5;20;6;D3;FRPU;0
2017;5;8;6;D3;FRPU;0
2018;5;22;6;D3;FRPU;0
2019;5;14;6;D3;FRPU;0
2015;7;13;7;D3;FRPU;1
2016;5;20;7;D3;FRPU;0
2017;5;8;7;D3;FRPU;0
2018;5;22;7;D3;FRPU;0
2019;5;14;7;D3;FRPU;0
2015;7;13;8;D3;FRPU;1
2016;5;20;8;D3;FRPU;1
2017;5;8;8;D3;FRPU;0
2018;5;22;8;D3;FRPU;0
2019;5;14;8;D3;FRPU;0
2015;7;13;9;D3;FRPU;0
2016;5;20;9;D3;FRPU;0
2017;5;8;9;D3;FRPU;0
2018;5;22;9;D3;FRPU;0
2019;5;14;9;D3;FRPU;0
2015;7;13;1;D4;FRPU;0
2016;5;20;1;D4;FRPU;0
2017;5;8;1;D4;FRPU;0
2018;5;22;1;D4;FRPU;0
2019;5;14;1;D4;FRPU;0
2015;7;13;2;D4;FRPU;0
2016;5;20;2;D4;FRPU;0
2017;5;8;2;D4;FRPU;0
2018;5;22;2;D4;FRPU;0
2019;5;14;2;D4;FRPU;0
2015;7;13;3;D4;FRPU;0
2016;5;20;3;D4;FRPU;0
2017;5;8;3;D4;FRPU;0
2018;5;22;3;D4;FRPU;0
2019;5;14;3;D4;FRPU;0
2015;7;13;4;D4;FRPU;0
2016;5;20;4;D4;FRPU;0
2017;5;8;4;D4;FRPU;0
2018;5;22;4;D4;FRPU;0
2019;5;14;4;D4;FRPU;0
2015;7;13;5;D4;FRPU;0
2016;5;20;5;D4;FRPU;0
2017;5;8;5;D4;FRPU;0
2018;5;22;5;D4;FRPU;0
2019;5;14;5;D4;FRPU;0
2015;7;13;6;D4;FRPU;0
2016;5;20;6;D4;FRPU;0
2017;5;8;6;D4;FRPU;0
2018;5;22;6;D4;FRPU;0
2019;5;14;6;D4;FRPU;0
2015;7;13;7;D4;FRPU;1
2016;5;20;7;D4;FRPU;0
2017;5;8;7;D4;FRPU;0
2018;5;22;7;D4;FRPU;0
2019;5;14;7;D4;FRPU;0
2015;7;13;8;D4;FRPU;0
2016;5;20;8;D4;FRPU;4
2017;5;8;8;D4;FRPU;0
2018;5;22;8;D4;FRPU;0
2019;5;14;8;D4;FRPU;0
2015;7;13;9;D4;FRPU;0
2016;5;20;9;D4;FRPU;0
2017;5;8;9;D4;FRPU;0
2018;5;22;9;D4;FRPU;0
2019;5;14;9;D4;FRPU;0
2015;7;13;1;D5;FRPU;0
2016;5;20;1;D5;FRPU;0
2017;5;8;1;D5;FRPU;0
2018;5;22;1;D5;FRPU;0
2019;5;14;1;D5;FRPU;0
2015;7;13;2;D5;FRPU;0
2016;5;20;2;D5;FRPU;0
2017;5;8;2;D5;FRPU;0
2018;5;22;2;D5;FRPU;0
2019;5;14;2;D5;FRPU;0
2015;7;13;3;D5;FRPU;0
2016;5;20;3;D5;FRPU;0
2017;5;8;3;D5;FRPU;0
2018;5;22;3;D5;FRPU;0
2019;5;14;3;D5;FRPU;0
2015;7;13;4;D5;FRPU;0
2016;5;20;4;D5;FRPU;0
2017;5;8;4;D5;FRPU;0
2018;5;22;4;D5;FRPU;0
2019;5;14;4;D5;FRPU;0
2015;7;13;5;D5;FRPU;0
2016;5;20;5;D5;FRPU;0
2017;5;8;5;D5;FRPU;0
2018;5;22;5;D5;FRPU;0
2019;5;14;5;D5;FRPU;0
2015;7;13;6;D5;FRPU;0
2016;5;20;6;D5;FRPU;0
2017;5;8;6;D5;FRPU;0
2018;5;22;6;D5;FRPU;0
2019;5;14;6;D5;FRPU;0
2015;7;13;7;D5;FRPU;0
2016;5;20;7;D5;FRPU;0
2017;5;8;7;D5;FRPU;0
2018;5;22;7;D5;FRPU;0
2019;5;14;7;D5;FRPU;0
2015;7;13;8;D5;FRPU;0
2016;5;20;8;D5;FRPU;0
2017;5;8;8;D5;FRPU;0
2018;5;22;8;D5;FRPU;0
2019;5;14;8;D5;FRPU;0
2015;7;13;9;D5;FRPU;0
2016;5;20;9;D5;FRPU;0
2017;5;8;9;D5;FRPU;0
2018;5;22;9;D5;FRPU;0
2019;5;14;9;D5;FRPU;0
2015;7;13;1;D6;FRPU;0
2016;5;20;1;D6;FRPU;0
2017;5;8;1;D6;FRPU;0
2018;5;22;1;D6;FRPU;0
2019;5;14;1;D6;FRPU;0
2015;7;13;2;D6;FRPU;0
2016;5;20;2;D6;FRPU;0
2017;5;8;2;D6;FRPU;0
2018;5;22;2;D6;FRPU;0
2019;5;14;2;D6;FRPU;0
2015;7;13;3;D6;FRPU;0
2016;5;20;3;D6;FRPU;0
2017;5;8;3;D6;FRPU;0
2018;5;22;3;D6;FRPU;0
2019;5;14;3;D6;FRPU;0
2015;7;13;4;D6;FRPU;0
2016;5;20;4;D6;FRPU;0
2017;5;8;4;D6;FRPU;0
2018;5;22;4;D6;FRPU;0
2019;5;14;4;D6;FRPU;0
2015;7;13;5;D6;FRPU;0
2016;5;20;5;D6;FRPU;0
2017;5;8;5;D6;FRPU;0
2018;5;22;5;D6;FRPU;0
2019;5;14;5;D6;FRPU;0
2015;7;13;6;D6;FRPU;0
2016;5;20;6;D6;FRPU;0
2017;5;8;6;D6;FRPU;0
2018;5;22;6;D6;FRPU;0
2019;5;14;6;D6;FRPU;0
2015;7;13;7;D6;FRPU;1
2016;5;20;7;D6;FRPU;0
2017;5;8;7;D6;FRPU;0
2018;5;22;7;D6;FRPU;0
2019;5;14;7;D6;FRPU;0
2015;7;13;8;D6;FRPU;0
2016;5;20;8;D6;FRPU;0
2017;5;8;8;D6;FRPU;0
2018;5;22;8;D6;FRPU;0
2019;5;14;8;D6;FRPU;0
2015;7;13;9;D6;FRPU;0
2016;5;20;9;D6;FRPU;0
2017;5;8;9;D6;FRPU;0
2018;5;22;9;D6;FRPU;0
2019;5;14;9;D6;FRPU;0
2015;7;13;1;E1;FRPU;0
2016;5;20;1;E1;FRPU;0
2017;5;8;1;E1;FRPU;0
2018;5;22;1;E1;FRPU;0
2019;5;14;1;E1;FRPU;0
2015;7;13;2;E1;FRPU;0
2016;5;20;2;E1;FRPU;0
2017;5;8;2;E1;FRPU;0
2018;5;22;2;E1;FRPU;0
2019;5;14;2;E1;FRPU;0
2015;7;13;3;E1;FRPU;0
2016;5;20;3;E1;FRPU;0
2017;5;8;3;E1;FRPU;0
2018;5;22;3;E1;FRPU;0
2019;5;14;3;E1;FRPU;0
2015;7;13;4;E1;FRPU;0
2016;5;20;4;E1;FRPU;0
2017;5;8;4;E1;FRPU;0
2018;5;22;4;E1;FRPU;0
2019;5;14;4;E1;FRPU;0
2015;7;13;5;E1;FRPU;0
2016;5;20;5;E1;FRPU;0
2017;5;8;5;E1;FRPU;0
2018;5;22;5;E1;FRPU;0
2019;5;14;5;E1;FRPU;0
2015;7;13;6;E1;FRPU;0
2016;5;20;6;E1;FRPU;0
2017;5;8;6;E1;FRPU;0
2018;5;22;6;E1;FRPU;0
2019;5;14;6;E1;FRPU;0
2015;7;13;7;E1;FRPU;0
2016;5;20;7;E1;FRPU;0
2017;5;8;7;E1;FRPU;0
2018;5;22;7;E1;FRPU;0
2019;5;14;7;E1;FRPU;0
2015;7;13;8;E1;FRPU;2
2016;5;20;8;E1;FRPU;2
2017;5;8;8;E1;FRPU;0
2018;5;22;8;E1;FRPU;0
2019;5;14;8;E1;FRPU;0
2015;7;13;9;E1;FRPU;0
2016;5;20;9;E1;FRPU;0
2017;5;8;9;E1;FRPU;0
2018;5;22;9;E1;FRPU;0
2019;5;14;9;E1;FRPU;0
2015;7;13;1;E2;FRPU;0
2016;5;20;1;E2;FRPU;0
2017;5;8;1;E2;FRPU;0
2018;5;22;1;E2;FRPU;0
2019;5;14;1;E2;FRPU;0
2015;7;13;2;E2;FRPU;0
2016;5;20;2;E2;FRPU;0
2017;5;8;2;E2;FRPU;0
2018;5;22;2;E2;FRPU;0
2019;5;14;2;E2;FRPU;0
2015;7;13;3;E2;FRPU;0
2016;5;20;3;E2;FRPU;0
2017;5;8;3;E2;FRPU;0
2018;5;22;3;E2;FRPU;0
2019;5;14;3;E2;FRPU;0
2015;7;13;4;E2;FRPU;0
2016;5;20;4;E2;FRPU;0
2017;5;8;4;E2;FRPU;0
2018;5;22;4;E2;FRPU;0
2019;5;14;4;E2;FRPU;0
2015;7;13;5;E2;FRPU;0
2016;5;20;5;E2;FRPU;0
2017;5;8;5;E2;FRPU;0
2018;5;22;5;E2;FRPU;0
2019;5;14;5;E2;FRPU;0
2015;7;13;6;E2;FRPU;0
2016;5;20;6;E2;FRPU;0
2017;5;8;6;E2;FRPU;0
2018;5;22;6;E2;FRPU;0
2019;5;14;6;E2;FRPU;0
2015;7;13;7;E2;FRPU;0
2016;5;20;7;E2;FRPU;0
2017;5;8;7;E2;FRPU;0
2018;5;22;7;E2;FRPU;0
2019;5;14;7;E2;FRPU;0
2015;7;13;8;E2;FRPU;0
2016;5;20;8;E2;FRPU;0
2017;5;8;8;E2;FRPU;0
2018;5;22;8;E2;FRPU;0
2019;5;14;8;E2;FRPU;0
2015;7;13;9;E2;FRPU;0
2016;5;20;9;E2;FRPU;0
2017;5;8;9;E2;FRPU;0
2018;5;22;9;E2;FRPU;0
2019;5;14;9;E2;FRPU;0
2015;7;13;1;E3;FRPU;0
2016;5;20;1;E3;FRPU;0
2017;5;8;1;E3;FRPU;0
2018;5;22;1;E3;FRPU;0
2019;5;14;1;E3;FRPU;0
2015;7;13;2;E3;FRPU;0
2016;5;20;2;E3;FRPU;0
2017;5;8;2;E3;FRPU;0
2018;5;22;2;E3;FRPU;0
2019;5;14;2;E3;FRPU;0
2015;7;13;3;E3;FRPU;0
2016;5;20;3;E3;FRPU;0
2017;5;8;3;E3;FRPU;0
2018;5;22;3;E3;FRPU;0
2019;5;14;3;E3;FRPU;0
2015;7;13;4;E3;FRPU;0
2016;5;20;4;E3;FRPU;0
2017;5;8;4;E3;FRPU;0
2018;5;22;4;E3;FRPU;0
2019;5;14;4;E3;FRPU;0
2015;7;13;5;E3;FRPU;0
2016;5;20;5;E3;FRPU;0
2017;5;8;5;E3;FRPU;0
2018;5;22;5;E3;FRPU;0
2019;5;14;5;E3;FRPU;0
2015;7;13;6;E3;FRPU;0
2016;5;20;6;E3;FRPU;0
2017;5;8;6;E3;FRPU;0
2018;5;22;6;E3;FRPU;0
2019;5;14;6;E3;FRPU;0
2015;7;13;7;E3;FRPU;0
2016;5;20;7;E3;FRPU;0
2017;5;8;7;E3;FRPU;0
2018;5;22;7;E3;FRPU;0
2019;5;14;7;E3;FRPU;0
2015;7;13;8;E3;FRPU;0
2016;5;20;8;E3;FRPU;3
2017;5;8;8;E3;FRPU;0
2018;5;22;8;E3;FRPU;0
2019;5;14;8;E3;FRPU;0
2015;7;13;9;E3;FRPU;0
2016;5;20;9;E3;FRPU;0
2017;5;8;9;E3;FRPU;0
2018;5;22;9;E3;FRPU;0
2019;5;14;9;E3;FRPU;0
2015;7;13;1;E4;FRPU;0
2016;5;20;1;E4;FRPU;0
2017;5;8;1;E4;FRPU;0
2018;5;22;1;E4;FRPU;0
2019;5;14;1;E4;FRPU;0
2015;7;13;2;E4;FRPU;0
2016;5;20;2;E4;FRPU;0
2017;5;8;2;E4;FRPU;0
2018;5;22;2;E4;FRPU;0
2019;5;14;2;E4;FRPU;0
2015;7;13;3;E4;FRPU;0
2016;5;20;3;E4;FRPU;0
2017;5;8;3;E4;FRPU;0
2018;5;22;3;E4;FRPU;0
2019;5;14;3;E4;FRPU;0
2015;7;13;4;E4;FRPU;0
2016;5;20;4;E4;FRPU;0
2017;5;8;4;E4;FRPU;0
2018;5;22;4;E4;FRPU;0
2019;5;14;4;E4;FRPU;0
2015;7;13;5;E4;FRPU;0
2016;5;20;5;E4;FRPU;0
2017;5;8;5;E4;FRPU;0
2018;5;22;5;E4;FRPU;0
2019;5;14;5;E4;FRPU;0
2015;7;13;6;E4;FRPU;0
2016;5;20;6;E4;FRPU;0
2017;5;8;6;E4;FRPU;0
2018;5;22;6;E4;FRPU;0
2019;5;14;6;E4;FRPU;0
2015;7;13;7;E4;FRPU;4
2016;5;20;7;E4;FRPU;1
2017;5;8;7;E4;FRPU;0
2018;5;22;7;E4;FRPU;0
2019;5;14;7;E4;FRPU;0
2015;7;13;8;E4;FRPU;0
2016;5;20;8;E4;FRPU;0
2017;5;8;8;E4;FRPU;0
2018;5;22;8;E4;FRPU;0
2019;5;14;8;E4;FRPU;0
2015;7;13;9;E4;FRPU;0
2016;5;20;9;E4;FRPU;0
2017;5;8;9;E4;FRPU;0
2018;5;22;9;E4;FRPU;0
2019;5;14;9;E4;FRPU;0
2015;7;13;1;E5;FRPU;0
2016;5;20;1;E5;FRPU;0
2017;5;8;1;E5;FRPU;0
2018;5;22;1;E5;FRPU;0
2019;5;14;1;E5;FRPU;0
2015;7;13;2;E5;FRPU;0
2016;5;20;2;E5;FRPU;0
2017;5;8;2;E5;FRPU;0
2018;5;22;2;E5;FRPU;0
2019;5;14;2;E5;FRPU;0
2015;7;13;3;E5;FRPU;0
2016;5;20;3;E5;FRPU;0
2017;5;8;3;E5;FRPU;0
2018;5;22;3;E5;FRPU;0
2019;5;14;3;E5;FRPU;0
2015;7;13;4;E5;FRPU;0
2016;5;20;4;E5;FRPU;0
2017;5;8;4;E5;FRPU;0
2018;5;22;4;E5;FRPU;0
2019;5;14;4;E5;FRPU;0
2015;7;13;5;E5;FRPU;0
2016;5;20;5;E5;FRPU;0
2017;5;8;5;E5;FRPU;0
2018;5;22;5;E5;FRPU;0
2019;5;14;5;E5;FRPU;0
2015;7;13;6;E5;FRPU;0
2016;5;20;6;E5;FRPU;0
2017;5;8;6;E5;FRPU;0
2018;5;22;6;E5;FRPU;0
2019;5;14;6;E5;FRPU;0
2015;7;13;7;E5;FRPU;0
2016;5;20;7;E5;FRPU;0
2017;5;8;7;E5;FRPU;0
2018;5;22;7;E5;FRPU;0
2019;5;14;7;E5;FRPU;0
2015;7;13;8;E5;FRPU;0
2016;5;20;8;E5;FRPU;3
2017;5;8;8;E5;FRPU;0
2018;5;22;8;E5;FRPU;0
2019;5;14;8;E5;FRPU;0
2015;7;13;9;E5;FRPU;0
2016;5;20;9;E5;FRPU;0
2017;5;8;9;E5;FRPU;0
2018;5;22;9;E5;FRPU;0
2019;5;14;9;E5;FRPU;0
2015;7;13;1;E6;FRPU;0
2016;5;20;1;E6;FRPU;0
2017;5;8;1;E6;FRPU;0
2018;5;22;1;E6;FRPU;0
2019;5;14;1;E6;FRPU;0
2015;7;13;2;E6;FRPU;0
2016;5;20;2;E6;FRPU;0
2017;5;8;2;E6;FRPU;0
2018;5;22;2;E6;FRPU;0
2019;5;14;2;E6;FRPU;0
2015;7;13;3;E6;FRPU;0
2016;5;20;3;E6;FRPU;0
2017;5;8;3;E6;FRPU;0
2018;5;22;3;E6;FRPU;0
2019;5;14;3;E6;FRPU;0
2015;7;13;4;E6;FRPU;0
2016;5;20;4;E6;FRPU;0
2017;5;8;4;E6;FRPU;0
2018;5;22;4;E6;FRPU;0
2019;5;14;4;E6;FRPU;0
2015;7;13;5;E6;FRPU;0
2016;5;20;5;E6;FRPU;0
2017;5;8;5;E6;FRPU;0
2018;5;22;5;E6;FRPU;0
2019;5;14;5;E6;FRPU;0
2015;7;13;6;E6;FRPU;0
2016;5;20;6;E6;FRPU;0
2017;5;8;6;E6;FRPU;0
2018;5;22;6;E6;FRPU;0
2019;5;14;6;E6;FRPU;0
2015;7;13;7;E6;FRPU;0
2016;5;20;7;E6;FRPU;1
2017;5;8;7;E6;FRPU;0
2018;5;22;7;E6;FRPU;0
2019;5;14;7;E6;FRPU;0
2015;7;13;8;E6;FRPU;1
2016;5;20;8;E6;FRPU;1
2017;5;8;8;E6;FRPU;0
2018;5;22;8;E6;FRPU;0
2019;5;14;8;E6;FRPU;0
2015;7;13;9;E6;FRPU;0
2016;5;20;9;E6;FRPU;0
2017;5;8;9;E6;FRPU;0
2018;5;22;9;E6;FRPU;0
2019;5;14;9;E6;FRPU;0
2015;7;13;1;F1;FRPU;0
2016;5;20;1;F1;FRPU;0
2017;5;8;1;F1;FRPU;0
2018;5;22;1;F1;FRPU;0
2019;5;14;1;F1;FRPU;0
2015;7;13;2;F1;FRPU;0
2016;5;20;2;F1;FRPU;0
2017;5;8;2;F1;FRPU;0
2018;5;22;2;F1;FRPU;0
2019;5;14;2;F1;FRPU;0
2015;7;13;3;F1;FRPU;0
2016;5;20;3;F1;FRPU;0
2017;5;8;3;F1;FRPU;0
2018;5;22;3;F1;FRPU;0
2019;5;14;3;F1;FRPU;0
2015;7;13;4;F1;FRPU;0
2016;5;20;4;F1;FRPU;0
2017;5;8;4;F1;FRPU;0
2018;5;22;4;F1;FRPU;0
2019;5;14;4;F1;FRPU;0
2015;7;13;5;F1;FRPU;0
2016;5;20;5;F1;FRPU;0
2017;5;8;5;F1;FRPU;0
2018;5;22;5;F1;FRPU;0
2019;5;14;5;F1;FRPU;0
2015;7;13;6;F1;FRPU;0
2016;5;20;6;F1;FRPU;0
2017;5;8;6;F1;FRPU;0
2018;5;22;6;F1;FRPU;0
2019;5;14;6;F1;FRPU;0
2015;7;13;7;F1;FRPU;2
2016;5;20;7;F1;FRPU;0
2017;5;8;7;F1;FRPU;0
2018;5;22;7;F1;FRPU;0
2019;5;14;7;F1;FRPU;0
2015;7;13;8;F1;FRPU;0
2016;5;20;8;F1;FRPU;0
2017;5;8;8;F1;FRPU;0
2018;5;22;8;F1;FRPU;0
2019;5;14;8;F1;FRPU;0
2015;7;13;9;F1;FRPU;0
2016;5;20;9;F1;FRPU;0
2017;5;8;9;F1;FRPU;0
2018;5;22;9;F1;FRPU;0
2019;5;14;9;F1;FRPU;0
2015;7;13;1;F2;FRPU;0
2016;5;20;1;F2;FRPU;0
2017;5;8;1;F2;FRPU;0
2018;5;22;1;F2;FRPU;0
2019;5;14;1;F2;FRPU;0
2015;7;13;2;F2;FRPU;0
2016;5;20;2;F2;FRPU;0
2017;5;8;2;F2;FRPU;0
2018;5;22;2;F2;FRPU;0
2019;5;14;2;F2;FRPU;0
2015;7;13;3;F2;FRPU;0
2016;5;20;3;F2;FRPU;0
2017;5;8;3;F2;FRPU;0
2018;5;22;3;F2;FRPU;0
2019;5;14;3;F2;FRPU;0
2015;7;13;4;F2;FRPU;0
2016;5;20;4;F2;FRPU;0
2017;5;8;4;F2;FRPU;0
2018;5;22;4;F2;FRPU;0
2019;5;14;4;F2;FRPU;0
2015;7;13;5;F2;FRPU;0
2016;5;20;5;F2;FRPU;0
2017;5;8;5;F2;FRPU;0
2018;5;22;5;F2;FRPU;0
2019;5;14;5;F2;FRPU;0
2015;7;13;6;F2;FRPU;0
2016;5;20;6;F2;FRPU;0
2017;5;8;6;F2;FRPU;0
2018;5;22;6;F2;FRPU;0
2019;5;14;6;F2;FRPU;0
2015;7;13;7;F2;FRPU;0
2016;5;20;7;F2;FRPU;0
2017;5;8;7;F2;FRPU;0
2018;5;22;7;F2;FRPU;0
2019;5;14;7;F2;FRPU;0
2015;7;13;8;F2;FRPU;0
2016;5;20;8;F2;FRPU;0
2017;5;8;8;F2;FRPU;0
2018;5;22;8;F2;FRPU;0
2019;5;14;8;F2;FRPU;0
2015;7;13;9;F2;FRPU;0
2016;5;20;9;F2;FRPU;0
2017;5;8;9;F2;FRPU;0
2018;5;22;9;F2;FRPU;0
2019;5;14;9;F2;FRPU;0
2015;7;13;1;F3;FRPU;0
2016;5;20;1;F3;FRPU;0
2017;5;8;1;F3;FRPU;0
2018;5;22;1;F3;FRPU;0
2019;5;14;1;F3;FRPU;0
2015;7;13;2;F3;FRPU;0
2016;5;20;2;F3;FRPU;0
2017;5;8;2;F3;FRPU;0
2018;5;22;2;F3;FRPU;0
2019;5;14;2;F3;FRPU;0
2015;7;13;3;F3;FRPU;0
2016;5;20;3;F3;FRPU;0
2017;5;8;3;F3;FRPU;0
2018;5;22;3;F3;FRPU;0
2019;5;14;3;F3;FRPU;0
2015;7;13;4;F3;FRPU;0
2016;5;20;4;F3;FRPU;0
2017;5;8;4;F3;FRPU;0
2018;5;22;4;F3;FRPU;0
2019;5;14;4;F3;FRPU;0
2015;7;13;5;F3;FRPU;0
2016;5;20;5;F3;FRPU;0
2017;5;8;5;F3;FRPU;0
2018;5;22;5;F3;FRPU;0
2019;5;14;5;F3;FRPU;0
2015;7;13;6;F3;FRPU;0
2016;5;20;6;F3;FRPU;0
2017;5;8;6;F3;FRPU;0
2018;5;22;6;F3;FRPU;0
2019;5;14;6;F3;FRPU;0
2015;7;13;7;F3;FRPU;1
2016;5;20;7;F3;FRPU;0
2017;5;8;7;F3;FRPU;0
2018;5;22;7;F3;FRPU;0
2019;5;14;7;F3;FRPU;0
2015;7;13;8;F3;FRPU;0
2016;5;20;8;F3;FRPU;1
2017;5;8;8;F3;FRPU;0
2018;5;22;8;F3;FRPU;0
2019;5;14;8;F3;FRPU;0
2015;7;13;9;F3;FRPU;0
2016;5;20;9;F3;FRPU;0
2017;5;8;9;F3;FRPU;0
2018;5;22;9;F3;FRPU;0
2019;5;14;9;F3;FRPU;0
2015;7;13;1;F4;FRPU;0
2016;5;20;1;F4;FRPU;0
2017;5;8;1;F4;FRPU;0
2018;5;22;1;F4;FRPU;0
2019;5;14;1;F4;FRPU;0
2015;7;13;2;F4;FRPU;0
2016;5;20;2;F4;FRPU;0
2017;5;8;2;F4;FRPU;0
2018;5;22;2;F4;FRPU;0
2019;5;14;2;F4;FRPU;0
2015;7;13;3;F4;FRPU;0
2016;5;20;3;F4;FRPU;0
2017;5;8;3;F4;FRPU;0
2018;5;22;3;F4;FRPU;0
2019;5;14;3;F4;FRPU;0
2015;7;13;4;F4;FRPU;0
2016;5;20;4;F4;FRPU;0
2017;5;8;4;F4;FRPU;0
2018;5;22;4;F4;FRPU;0
2019;5;14;4;F4;FRPU;0
2015;7;13;5;F4;FRPU;0
2016;5;20;5;F4;FRPU;0
2017;5;8;5;F4;FRPU;0
2018;5;22;5;F4;FRPU;0
2019;5;14;5;F4;FRPU;0
2015;7;13;6;F4;FRPU;0
2016;5;20;6;F4;FRPU;0
2017;5;8;6;F4;FRPU;0
2018;5;22;6;F4;FRPU;0
2019;5;14;6;F4;FRPU;0
2015;7;13;7;F4;FRPU;0
2016;5;20;7;F4;FRPU;0
2017;5;8;7;F4;FRPU;0
2018;5;22;7;F4;FRPU;0
2019;5;14;7;F4;FRPU;0
2015;7;13;8;F4;FRPU;1
2016;5;20;8;F4;FRPU;1
2017;5;8;8;F4;FRPU;0
2018;5;22;8;F4;FRPU;0
2019;5;14;8;F4;FRPU;0
2015;7;13;9;F4;FRPU;0
2016;5;20;9;F4;FRPU;0
2017;5;8;9;F4;FRPU;0
2018;5;22;9;F4;FRPU;0
2019;5;14;9;F4;FRPU;0
2015;7;13;1;F5;FRPU;0
2016;5;20;1;F5;FRPU;0
2017;5;8;1;F5;FRPU;0
2018;5;22;1;F5;FRPU;0
2019;5;14;1;F5;FRPU;0
2015;7;13;2;F5;FRPU;0
2016;5;20;2;F5;FRPU;0
2017;5;8;2;F5;FRPU;0
2018;5;22;2;F5;FRPU;0
2019;5;14;2;F5;FRPU;0
2015;7;13;3;F5;FRPU;0
2016;5;20;3;F5;FRPU;0
2017;5;8;3;F5;FRPU;0
2018;5;22;3;F5;FRPU;0
2019;5;14;3;F5;FRPU;0
2015;7;13;4;F5;FRPU;0
2016;5;20;4;F5;FRPU;0
2017;5;8;4;F5;FRPU;0
2018;5;22;4;F5;FRPU;0
2019;5;14;4;F5;FRPU;0
2015;7;13;5;F5;FRPU;0
2016;5;20;5;F5;FRPU;0
2017;5;8;5;F5;FRPU;0
2018;5;22;5;F5;FRPU;0
2019;5;14;5;F5;FRPU;0
2015;7;13;6;F5;FRPU;0
2016;5;20;6;F5;FRPU;0
2017;5;8;6;F5;FRPU;0
2018;5;22;6;F5;FRPU;0
2019;5;14;6;F5;FRPU;0
2015;7;13;7;F5;FRPU;0
2016;5;20;7;F5;FRPU;0
2017;5;8;7;F5;FRPU;0
2018;5;22;7;F5;FRPU;0
2019;5;14;7;F5;FRPU;0
2015;7;13;8;F5;FRPU;0
2016;5;20;8;F5;FRPU;0
2017;5;8;8;F5;FRPU;0
2018;5;22;8;F5;FRPU;0
2019;5;14;8;F5;FRPU;0
2015;7;13;9;F5;FRPU;0
2016;5;20;9;F5;FRPU;0
2017;5;8;9;F5;FRPU;0
2018;5;22;9;F5;FRPU;0
2019;5;14;9;F5;FRPU;0
2015;7;13;1;F6;FRPU;0
2016;5;20;1;F6;FRPU;0
2017;5;8;1;F6;FRPU;0
2018;5;22;1;F6;FRPU;0
2019;5;14;1;F6;FRPU;0
2015;7;13;2;F6;FRPU;0
2016;5;20;2;F6;FRPU;0
2017;5;8;2;F6;FRPU;0
2018;5;22;2;F6;FRPU;0
2019;5;14;2;F6;FRPU;0
2015;7;13;3;F6;FRPU;0
2016;5;20;3;F6;FRPU;0
2017;5;8;3;F6;FRPU;0
2018;5;22;3;F6;FRPU;0
2019;5;14;3;F6;FRPU;0
2015;7;13;4;F6;FRPU;0
2016;5;20;4;F6;FRPU;0
2017;5;8;4;F6;FRPU;0
2018;5;22;4;F6;FRPU;0
2019;5;14;4;F6;FRPU;0
2015;7;13;5;F6;FRPU;0
2016;5;20;5;F6;FRPU;0
