Day,Month,Year,Plot,Subplot,Group,Species,ID,G_F,Plant,Sex,Visits,Jar,time,Observer,Obs,Weather,date_raw,Week,Line,Seed,Fruit
22,4,2020,1,C1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,72,1
22,4,2020,1,C1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,72,1
22,4,2020,1,C1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,72,1
22,4,2020,1,C1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,72,1
22,4,2020,1,C1,Fly,NA,Empis_sp,Small_flies,CHFU,NA,1,E,10:46,M,Other_Black_small_fly_jarE,Sunny,2020-04-22,17,1,64,1
22,4,2020,1,C1,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,72,1
22,4,2020,1,C2,Beetle,bipustulatus,Malachius_bipustulatus,Flower_beetles,LEMA,NA,1,B,10:46,M,NA,Sunny,2020-04-22,17,1,89.5,1
22,4,2020,1,C2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,89.5,1
22,4,2020,1,C2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,89.5,1
22,4,2020,1,C2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,89.5,1
22,4,2020,1,C2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,89.5,1
22,4,2020,1,C3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,58,1
22,4,2020,1,C3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,58,1
22,4,2020,1,C3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,58,1
22,4,2020,1,C4,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,59,1
22,4,2020,1,C6,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,61.5,1
22,4,2020,1,C5,Fly,NA,Musca_sp,House_flies,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,67,1
22,4,2020,1,D6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D6,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,55,1
22,4,2020,1,D5,Beetle,NA,Elateridae,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,65,1
22,4,2020,1,D5,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,65,1
22,4,2020,1,D5,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,65,1
22,4,2020,1,D5,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,65,1
22,4,2020,1,D5,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,65,1
22,4,2020,1,D4,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,66.5,1
22,4,2020,1,D4,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,66.5,1
22,4,2020,1,D4,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,66.5,1
22,4,2020,1,D4,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,66.5,1
22,4,2020,1,D4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,66.5,1
22,4,2020,1,D4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,66.5,1
22,4,2020,1,D4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,66.5,1
22,4,2020,1,D4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,66.5,1
22,4,2020,1,D3,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,62,1
22,4,2020,1,D3,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,62,1
22,4,2020,1,D3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,62,1
22,4,2020,1,D2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,75,1
22,4,2020,1,D2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,75,1
22,4,2020,1,D2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,75,1
22,4,2020,1,D2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,75,1
22,4,2020,1,D2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,75,1
22,4,2020,1,D2,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,75,1
22,4,2020,1,D2,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,75,1
22,4,2020,1,D1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,52,1
22,4,2020,1,D1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,52,1
22,4,2020,1,D1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,52,1
22,4,2020,1,D1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,52,1
22,4,2020,1,D1,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,52,1
22,4,2020,1,D1,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,52,1
22,4,2020,1,E1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,80,1
22,4,2020,1,E1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,80,1
22,4,2020,1,E2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,76.5,1
22,4,2020,1,E2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,76.5,1
22,4,2020,1,E2,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,76.5,1
22,4,2020,1,E2,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,76.5,1
22,4,2020,1,E3,Wasp,NA,Braconidae,Wasp,LEMA,NA,1,F_22_4,10:46,M,NA,Sunny,2020-04-22,17,1,51.5,1
22,4,2020,1,E3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,51.5,1
22,4,2020,1,E3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,51.5,1
22,4,2020,1,E3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,51.5,1
22,4,2020,1,E3,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,51.5,1
22,4,2020,1,E4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,67,1
22,4,2020,1,E4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,67,1
22,4,2020,1,E4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,67,1
22,4,2020,1,E5,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,59,1
22,4,2020,1,E5,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,59,1
22,4,2020,1,E6,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,60,1
22,4,2020,1,E6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,60,1
22,4,2020,1,E6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,60,1
22,4,2020,1,E6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,60,1
22,4,2020,1,E6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,60,1
22,4,2020,1,F6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,62,1
22,4,2020,1,F6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,62,1
22,4,2020,1,F6,Beetle,NA,Elateridae,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,62,1
22,4,2020,1,F6,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,62,1
22,4,2020,1,F5,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,49,1
22,4,2020,1,F5,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,49,1
22,4,2020,1,F5,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,49,1
22,4,2020,1,F5,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,49,1
22,4,2020,1,F4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,71,1
22,4,2020,1,F4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,71,1
22,4,2020,1,F4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,71,1
22,4,2020,1,F4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,71,1
22,4,2020,1,F4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,71,1
22,4,2020,1,F4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,71,1
22,4,2020,1,F4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,71,1
22,4,2020,1,F4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,71,1
22,4,2020,1,F4,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,71,1
22,4,2020,1,F4,Fly,NA,Musca_sp,House_flies,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,71,1
22,4,2020,1,F4,Fly,NA,Musca_sp,House_flies,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,71,1
22,4,2020,1,F4,Fly,NA,Musca_sp,House_flies,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,71,1
22,4,2020,1,F4,Fly,NA,Musca_sp,House_flies,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,71,1
22,4,2020,1,F4,Fly,NA,Musca_sp,House_flies,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,71,1
22,4,2020,1,F4,Fly,NA,Musca_sp,House_flies,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,71,1
22,4,2020,1,F3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,60.5,1
22,4,2020,1,F3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,60.5,1
22,4,2020,1,F3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,60.5,1
22,4,2020,1,F3,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,60.5,1
22,4,2020,1,F2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,60,1
22,4,2020,1,F2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,60,1
22,4,2020,1,F2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,60,1
22,4,2020,1,F2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,60,1
22,4,2020,1,F2,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,60,1
22,4,2020,1,F1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,56,1
22,4,2020,1,F1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,56,1
22,4,2020,1,F1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,56,1
22,4,2020,1,F1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,56,1
22,4,2020,1,F1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,56,1
22,4,2020,1,F1,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,10:46,M,NA,Sunny,2020-04-22,17,1,56,1
22,4,2020,2,E6,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,83,1
22,4,2020,2,E5,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,45.5,1
22,4,2020,2,E5,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,45.5,1
22,4,2020,2,E5,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,45.5,1
22,4,2020,2,E5,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,45.5,1
22,4,2020,2,E5,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,45.5,1
22,4,2020,2,E4,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,18,1
22,4,2020,2,E4,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,18,1
22,4,2020,2,E4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,18,1
22,4,2020,2,E4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,18,1
22,4,2020,2,E4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,18,1
22,4,2020,2,E4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,18,1
22,4,2020,2,E4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,18,1
22,4,2020,2,E4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,18,1
22,4,2020,2,E3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,155,1
22,4,2020,2,E3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,155,1
22,4,2020,2,E3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,155,1
22,4,2020,2,E2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,110,1
22,4,2020,2,E2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,110,1
22,4,2020,2,E2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,110,1
22,4,2020,2,E2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,110,1
22,4,2020,2,E2,Fly,NA,Musca_sp,House_flies,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,110,1
22,4,2020,2,E2,Fly,NA,Musca_sp,House_flies,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,110,1
22,4,2020,2,E2,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,110,1
22,4,2020,2,E1,Beetle,NA,Mordellidae,Flower_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,102,1
22,4,2020,2,E1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,102,1
22,4,2020,2,E1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,102,1
22,4,2020,2,E1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,102,1
22,4,2020,2,E1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,102,1
22,4,2020,2,F1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,57,1
22,4,2020,2,F1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,57,1
22,4,2020,2,F1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,57,1
22,4,2020,2,F1,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,57,1
22,4,2020,2,F1,Beetle,NA,Cryptocephalus_sp,Flower_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,57,1
22,4,2020,2,F1,Beetle,NA,Oedemeridae,Flower_beetles,LEMA,NA,3,I,NA,M,NA,Sunny,2020-04-22,17,1,57,1
22,4,2020,2,F1,Fly,NA,Sarcophaga_sp,House_flies,LEMA,NA,2,H,NA,M,NA,Sunny,2020-04-22,17,1,57,1
22,4,2020,2,F2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,58.5,1
22,4,2020,2,F2,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,58.5,1
22,4,2020,2,F3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,77,1
22,4,2020,2,F3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,77,1
22,4,2020,2,F3,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,77,1
22,4,2020,2,F3,Beetle,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,Flower_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,77,1
22,4,2020,2,F4,Beetle,NA,Brassicogethes_sp,Small_beetles,LEMA,NA,1,NA,NA,M,NA,Sunny,2020-04-22,17,1,63,1
