Plot;Subplot;Plant_Simple;G_F;Visits;num.plantas;Fruit;Seed
3;B1;LEMA;Flower_beetles;1;6;2;128
3;C6;LEMA;Flower_beetles;1;30;1;64
3;D2;LEMA;Bees;5;2;1;64
3;D2;LEMA;Flower_beetles;1;2;1;64
3;D3;LEMA;Flower_beetles;3;8;1;64
3;D6;LEMA;Flower_beetles;3;25;1;64
3;E1;LEMA;Flower_beetles;1;3;1;64
3;E2;LEMA;Flower_beetles;1;17;1;64
3;E3;LEMA;Hoverflies;1;14;2;128
3;E5;LEMA;Flower_beetles;1;25;2;128
3;F2;LEMA;Flower_beetles;2;20;2;128
3;F3;LEMA;Small_beetles;1;15;1;64
3;F3;LEMA;Flower_beetles;1;15;1;64
4;A1;LEMA;Small_flies;1;4;2;128
4;A2;LEMA;Flower_beetles;1;20;3;192
4;A2;LEMA;Small_beetles;3;20;3;192
4;A2;LEMA;Small_flies;1;20;3;192
4;B2;LEMA;Flower_beetles;2;19;7;448
4;B2;LEMA;Bees;1;19;7;448
4;B6;LEMA;Flower_beetles;2;1;0;0
4;C4;LEMA;Flower_beetles;1;18;2;128
4;C4;LEMA;Hoverflies;1;18;2;128
4;C4;LEMA;Hoverflies;1;18;2;128
4;C5;LEMA;Hoverflies;1;4;2;128
4;E2;LEMA;Flower_beetles;1;10;4;256
4;E2;LEMA;Hoverflies;1;10;4;256
4;E4;LEMA;Hoverflies;1;18;3;192
4;E5;LEMA;Small_flies;1;15;4;256
4;F1;LEMA;Hoverflies;1;16;14;896
5;A2;LEMA;Hoverflies;3;2;2;128
5;B2;LEMA;Flower_beetles;2;35;4;256
5;D2;LEMA;Hoverflies;2;16;14;896
6;B2;LEMA;Small_beetles;1;2;2;128
6;B4;LEMA;Flower_beetles;1;6;2;128
6;B6;LEMA;Flower_beetles;4;8;2;128
6;C1;LEMA;Flower_beetles;2;7;5;320
6;C4;LEMA;Bees;1;2;3;192
6;C4;LEMA;Bees;1;2;3;192
6;D1;LEMA;Hoverflies;1;4;3;192
6;D3;LEMA;Hoverflies;1;6;3;192
6;F4;LEMA;Hoverflies;1;8;2;128
7;A5;LEMA;Hoverflies;1;17;6;384
7;B3;LEMA;Bees;1;6;4;256
7;C1;LEMA;Hoverflies;2;20;7;448
7;C3;LEMA;Flower_beetles;1;15;9;576
7;D1;LEMA;Hoverflies;1;3;5;320
7;E2;ME;House_flies;1;1;0;0
7;E2;LEMA;Flower_beetles;1;1;5;320
7;E2;ME;House_flies;2;1;0;0
7;F2;LEMA;Small_flies;1;1;3;192
7;F3;LEMA;Bees;1;8;4;256
7;F4;LEMA;Bees;1;5;4;256
8;A3;LEMA;Hoverflies;1;2;3;192
8;A5;LEMA;Flower_beetles;2;3;2;128
8;B3;LEMA;Flower_beetles;1;3;3;192
8;B3;LEMA;Small_beetles;1;3;3;192
8;B4;LEMA;Small_flies;1;2;6;384
8;B5;LEMA;Flower_beetles;1;1;3;192
8;B5;LEMA;Flower_beetles;1;1;3;192
8;C2;LEMA;Bees;1;5;6;384
8;C2;LEMA;Hoverflies;1;5;6;384
8;C2;LEMA;Flower_beetles;3;5;6;384
8;C3;LEMA;Flower_beetles;3;9;10;640
8;C4;LEMA;Flower_beetles;1;4;5;320
8;C4;LEMA;Small_beetles;1;4;5;320
8;D3;LEMA;Flower_beetles;1;5;3;192
8;D4;LEMA;Hoverflies;1;2;2;128
8;D5;LEMA;Flower_beetles;1;4;4;256
8;E1;LEMA;Flower_beetles;1;12;6;384
8;E2;LEMA;Flower_beetles;1;10;5;320
8;F1;LEMA;Small_beetles;1;9;3;192
8;F2;LEMA;Flower_beetles;1;1;2;128
8;F4;LEMA;Flower_beetles;2;3;3;192
8;F4;LEMA;Flower_beetles;1;3;3;192
8;F4;LEMA;Flower_beetles;1;3;3;192
9;B6;LEMA;Flower_beetles;1;7;2;128
9;C5;LEMA;Flower_beetles;1;2;1;64
9;D5;ME;House_flies;1;2;0;0
9;E3;LEMA;Hoverflies;2;1;0;0
9;E6;ME;House_flies;1;1;0;0
9;F4;ME;House_flies;1;1;0;0
9;F5;LEMA;Flower_beetles;2;1;0;0
1;B1;LEMA;Flower_beetles;1;10;2;128
1;E3;ME;Hoverflies;1;1;100;100
1;E5;LEMA;Small_flies;1;50;3;192
1;E5;LEMA;Flower_beetles;1;50;3;192
1;E5;LEMA;Flower_beetles;1;50;3;192
1;F3;LEMA;Flower_beetles;1;25;2;128
1;F3;LEMA;Flower_beetles;1;25;2;128
1;F3;LEMA;Flower_beetles;1;25;2;128
1;F5;LEMA;Flower_beetles;1;35;4;256
2;A3;LEMA;Flower_beetles;1;12;1;64
2;B1;LEMA;Flower_beetles;1;10;3;192
2;B3;LEMA;Flower_beetles;1;30;2;128
2;C1;LEMA;Small_flies;2;10;5;320
2;C3;LEMA;Flower_beetles;1;20;6;384
2;D1;LEMA;Small_beetles;1;20;6;384
2;D1;LEMA;Small_flies;1;20;6;384
2;D1;LEMA;Small_flies;2;20;6;384
2;D1;LEMA;House_flies;1;20;6;384
2;D1;LEMA;Flower_beetles;1;20;6;384
2;D1;LEMA;Flower_beetles;1;20;6;384
2;D4;LEMA;Flower_beetles;1;4;2;128
2;E1;CHFU;Small_flies;1;14;1;76
2;E1;LEMA;Flower_beetles;1;20;3;192
2;E1;LEMA;Small_flies;2;20;3;192
2;E1;LEMA;Flower_beetles;1;20;3;192
2;E1;LEMA;Small_flies;1;20;3;192
2;E1;LEMA;Small_flies;1;20;3;192
2;E1;LEMA;Small_flies;1;20;3;192
2;E1;LEMA;Flower_beetles;1;20;3;192
2;E2;LEMA;Small_flies;1;30;4;256
2;E4;LEMA;Flower_beetles;1;20;2;128
2;E5;LEMA;Flower_beetles;1;10;2;128
2;E6;LEMA;Flower_beetles;1;25;6;384
2;F1;LEMA;Small_flies;1;20;3;192
2;F1;LEMA;Small_flies;1;20;3;192
2;F1;LEMA;Flower_beetles;1;20;3;192
2;F2;LEMA;Small_flies;1;10;2;128
2;F2;LEMA;Flower_beetles;1;10;2;128
2;F3;LEMA;Flower_beetles;1;35;4;256
2;F3;LEMA;Small_flies;1;35;4;256
2;F3;LEMA;Small_flies;1;35;4;256
2;F3;LEMA;Flower_beetles;1;35;4;256
2;F3;LEMA;Flower_beetles;1;35;4;256
2;F3;LEMA;Flower_beetles;1;35;4;256
2;F3;LEMA;Small_beetles;1;35;4;256
2;F3;LEMA;Small_beetles;1;35;4;256
2;F3;LEMA;Small_beetles;1;35;4;256
2;F6;LEMA;Small_flies;1;20;4;256
3;B2;LEMA;Flower_beetles;1;10;1;64
3;C3;ME;Flower_beetles;1;8;0;0
3;C3;ME;Small_flies;1;8;0;0
3;D4;ME;Flower_beetles;1;1;140;140
3;D6;LEMA;Flower_beetles;1;25;1;64
3;E1;LEMA;Flower_beetles;2;3;1;64
3;E2;LEMA;Flower_beetles;3;17;1;64
3;F1;LEMA;Flower_beetles;2;12;2;128
3;F2;LEMA;Flower_beetles;1;20;2;128
3;F4;LEMA;Flower_beetles;1;30;3;192
4;E1;LEMA;Flower_beetles;1;30;5;320
4;E1;LEMA;Flower_beetles;1;30;5;320
4;E1;LEMA;Flower_beetles;1;30;5;320
4;E1;LEMA;Small_flies;1;30;5;320
4;E1;LEMA;Small_flies;1;30;5;320
4;E1;LEMA;Small_flies;1;30;5;320
4;E4;LEMA;Flower_beetles;1;18;3;192
4;F1;LEMA;Flower_beetles;1;16;14;896
4;F3;LEMA;Flower_beetles;1;2;6;384
5;B4;LEMA;Flower_beetles;1;30;4;256
5;B4;LEMA;Flower_beetles;1;30;4;256
5;C1;LEMA;Small_flies;1;3;3;192
5;C4;LEMA;Small_flies;1;10;2;128
5;C5;LEMA;Small_flies;1;5;2;128
5;D1;LEMA;Small_flies;1;14;3;192
5;D1;LEMA;Small_flies;1;14;3;192
5;D1;LEMA;Flower_beetles;1;14;3;192
5;D1;LEMA;Small_flies;2;14;3;192
5;D1;LEMA;Small_flies;1;14;3;192
5;D1;LEMA;Flower_beetles;1;14;3;192
5;D1;LEMA;Small_flies;3;14;3;192
5;D1;LEMA;Flower_beetles;1;14;3;192
5;D2;LEMA;Small_flies;1;16;14;896
5;E1;LEMA;Flower_beetles;1;20;11;704
5;E1;LEMA;Small_flies;1;20;11;704
5;E1;LEMA;Small_flies;1;20;11;704
5;E1;LEMA;Flower_beetles;1;20;11;704
5;E1;LEMA;Flower_beetles;1;20;11;704
5;E1;LEMA;Flower_beetles;1;20;11;704
7;A4;LEMA;Hoverflies;1;20;5;320
7;A4;LEMA;Flower_beetles;1;20;5;320
7;A4;LEMA;Hoverflies;1;20;5;320
7;A5;LEMA;Hoverflies;1;17;6;384
7;B3;LEMA;Flower_beetles;1;6;4;256
7;B4;LEMA;Bees;4;20;7;448
7;B5;LEMA;Bees;2;30;5;320
7;B5;LEMA;Hoverflies;1;30;5;320
7;B5;LEMA;Hoverflies;1;30;5;320
7;B6;LEMA;Hoverflies;1;20;5;320
7;B6;LEMA;Flower_beetles;1;20;5;320
7;B6;LEMA;Hoverflies;1;20;5;320
7;C2;LEMA;Flower_beetles;1;6;6;384
7;C2;LEMA;Hoverflies;1;6;6;384
7;C2;LEMA;Flower_beetles;1;6;6;384
7;C2;LEMA;Flower_beetles;1;6;6;384
7;C3;LEMA;Bees;2;15;9;576
7;C3;LEMA;Flower_beetles;1;15;9;576
7;C4;LEMA;Hoverflies;1;30;7;448
7;C4;LEMA;Flower_beetles;1;30;7;448
7;C4;LEMA;Bees;3;30;7;448
7;C5;LEMA;Hoverflies;1;30;6;384
7;C5;LEMA;Hoverflies;1;30;6;384
7;D2;LEMA;Flower_beetles;1;2;2;128
7;D5;LEMA;Hoverflies;1;10;6;384
7;E4;LEMA;Hoverflies;1;15;5;320
7;E6;LEMA;Flower_beetles;1;10;7;448
8;A1;LEMA;Hoverflies;1;1;0;0
8;A2;LEMA;Flower_beetles;1;3;3;192
8;A2;LEMA;Hoverflies;2;3;3;192
8;A3;LEMA;Small_flies;1;2;3;192
8;A4;LEMA;Bees;1;2;5;320
8;A5;LEMA;Hoverflies;2;3;2;128
8;B2;LEMA;Small_flies;1;4;5;320
8;B2;LEMA;Hoverflies;1;4;5;320
8;B3;LEMA;Flower_beetles;2;3;3;192
8;B3;LEMA;Flower_beetles;1;3;3;192
8;B4;LEMA;Small_flies;2;2;6;384
8;B4;LEMA;Bees;1;2;6;384
8;B5;ME;Small_flies;1;1;0;0
8;B5;LEMA;Small_flies;3;1;3;192
8;B5;LEMA;Bees;2;1;3;192
8;B6;LEMA;Flower_beetles;1;3;4;256
8;C2;LEMA;Flower_beetles;1;5;6;384
8;C2;LEMA;Small_flies;1;5;6;384
8;C3;LEMA;Flower_beetles;3;9;10;640
8;C4;LEMA;Bees;1;4;5;320
8;C4;LEMA;Flower_beetles;1;4;5;320
8;C4;LEMA;Small_flies;1;4;5;320
8;D1;LEMA;Flower_beetles;1;5;5;320
8;D2;LEMA;Flower_beetles;1;9;8;512
8;D2;LEMA;Hoverflies;2;9;8;512
8;D2;LEMA;Flower_beetles;2;9;8;512
8;E2;LEMA;Small_flies;1;10;5;320
8;E2;ME;Bees;1;1;250;250
8;E3;LEMA;Flower_beetles;1;3;4;256
8;E4;LEMA;Bees;1;3;5;320
8;E4;LEMA;Small_flies;1;3;5;320
8;F3;LEMA;Small_flies;1;1;0;0
9;B4;LEMA;Hoverflies;1;3;2;128
9;B4;LEMA;Flower_beetles;1;3;2;128
9;B4;LEMA;Flower_beetles;1;3;2;128
9;B5;LEMA;Flower_beetles;1;2;1;64
9;B5;LEMA;Flower_beetles;1;2;1;64
9;B5;LEMA;Small_flies;1;2;1;64
9;B5;LEMA;Small_flies;1;2;1;64
9;B6;LEMA;Flower_beetles;1;7;2;128
9;B6;LEMA;Flower_beetles;1;7;2;128
9;C5;LEMA;Flower_beetles;1;2;1;64
9;D5;LEMA;Small_flies;1;9;3;192
9;D5;ME;House_flies;1;2;0;0
9;D5;ME;Flower_beetles;1;2;0;0
9;D6;ME;Small_flies;1;1;0;0
9;E3;LEMA;Small_flies;1;1;0;0
9;E3;ME;House_flies;1;1;90;90
9;E3;LEMA;Hoverflies;1;1;0;0
9;E3;LEMA;Flower_beetles;1;1;0;0
9;E3;LEMA;Flower_beetles;1;1;0;0
9;E3;LEMA;Flower_beetles;1;1;0;0
9;E3;LEMA;Flower_beetles;1;1;0;0
9;E3;LEMA;Small_flies;1;1;0;0
9;E3;LEMA;Flower_beetles;3;1;0;0
9;E5;LEMA;Flower_beetles;1;3;1;64
9;E5;LEMA;Flower_beetles;1;3;1;64
9;F1;LEMA;Small_flies;1;1;0;0
9;F2;LEMA;Flower_beetles;1;1;0;0
9;F2;LEMA;Flower_beetles;1;1;0;0
9;F2;LEMA;Flower_beetles;1;1;0;0
9;F2;LEMA;Flower_beetles;1;1;0;0
9;F2;LEMA;Flower_beetles;1;1;0;0
9;F5;LEMA;Flower_beetles;1;1;0;0
7;D1;CHMI;Flower_beetles;2;1;0;0
7;D3;CHMI;Small_flies;1;1;0;0
7;D4;LEMA;Small_flies;1;10;5;320
7;E4;LEMA;Hoverflies;1;15;5;320
7;F3;LEMA;Small_beetles;1;8;4;256
7;F4;CHMI;Flower_beetles;2;1;0;0
7;F4;CHMI;Flower_beetles;1;1;0;0
7;F4;LEMA;Small_beetles;1;5;4;256
7;F5;CHMI;Flower_beetles;1;1;0;0
8;A4;LEMA;Flower_beetles;1;2;5;320
8;B5;LEMA;Flower_beetles;2;1;3;192
8;B5;LEMA;Flower_beetles;1;1;3;192
8;E5;LEMA;Flower_beetles;1;3;3;192
8;F2;PUPA;Flower_beetles;1;1;0;0
8;F3;PUPA;Small_flies;1;1;0;0
9;B6;LEMA;Flower_beetles;1;7;2;128
9;D6;LEMA;Flower_beetles;1;4;1;64
9;E5;LEMA;Flower_beetles;2;3;1;64
9;E6;LEMA;Flower_beetles;1;8;2;128
9;F6;LEMA;Flower_beetles;1;1;0;0
9;F6;LEMA;Flower_beetles;1;1;0;0
7;B5;PUPA;Bees;1;3;9;315
7;C2;PUPA;Bees;1;1;0;0
7;C2;PUPA;Bees;1;1;0;0
7;C2;PUPA;Small_flies;1;1;0;0
7;D2;PUPA;Bees;1;1;0;0
7;D2;PUPA;Bees;1;1;0;0
7;D3;PUPA;Bees;1;5;6;210
7;D5;PUPA;Bees;2;11;17;595
8;B2;PUPA;Bees;2;4;11;385
8;B4;PUPA;Butterflies;1;30;30;1050
8;C3;PUPA;Bees;2;25;15;525
8;C3;PUPA;Bees;1;25;15;525
8;C3;PUPA;Butterflies;1;25;15;525
8;D3;PUPA;Bees;1;40;14;490
8;D3;PUPA;Bees;1;40;14;490
8;D3;PUPA;Bees;1;40;14;490
8;D3;PUPA;Bees;1;40;14;490
8;D3;PUPA;Flower_beetles;1;40;14;490
8;D3;PUPA;Bees;3;40;14;490
8;D5;PUPA;Bees;1;25;7;245
8;D6;PUPA;Bees;1;30;6;210
8;D6;PUPA;Flower_beetles;1;30;6;210
8;D6;PUPA;Small_beetles;1;30;6;210
8;E1;PUPA;Bees;1;2;8;280
8;F3;PUPA;Bees;1;1;0;0
8;F3;PUPA;Bees;1;1;0;0
8;B2;PUPA;Butterflies;2;4;11;385
8;B3;PUPA;House_flies;1;20;21;735
8;B4;PUPA;Butterflies;1;30;30;1050
8;B6;PUPA;Butterflies;1;8;14;490
8;C5;PUPA;Butterflies;2;15;9;315
8;C5;PUPA;Butterflies;1;15;9;315
8;C5;PUPA;Butterflies;2;15;9;315
8;C5;PUPA;Butterflies;1;15;9;315
8;D2;PUPA;Humbleflies;1;7;24;840
8;D6;PUPA;Butterflies;1;30;6;210
8;D6;PUPA;Butterflies;1;30;6;210
8;D6;PUPA;Butterflies;1;30;6;210
8;E6;PUPA;Butterflies;1;30;7;245
8;F1;PUPA;Humbleflies;1;1;0;0
8;F4;PUPA;Humbleflies;2;1;0;0
8;F4;PUPA;Bees;1;1;0;0
8;F5;PUPA;Butterflies;1;12;16;560
8;F5;PUPA;Butterflies;1;12;16;560
7;A6;PUPA;Humbleflies;1;6;20;700
7;B4;PUPA;Humbleflies;1;3;11;385
7;B4;PUPA;Butterflies;1;3;11;385
7;B5;PUPA;Humbleflies;1;3;9;315
7;C2;PUPA;Humbleflies;1;1;0;0
7;C3;PUPA;Butterflies;1;3;12;420
7;C4;PUPA;Humbleflies;1;3;5;175
7;E3;PUPA;Bees;2;3;16;560
7;E4;PUPA;Humbleflies;3;12;7;245
7;E4;PUPA;Butterflies;1;12;7;245
7;E6;PUPA;Humbleflies;1;9;7;245
7;F3;PUPA;Humbleflies;1;1;0;0
7;F3;PUPA;Butterflies;1;1;0;0
7;F4;PUPA;Butterflies;1;6;14;490
7;F6;PUPA;Butterflies;1;1;0;0
8;A2;PUPA;Hoverflies;1;4;9;315
8;B2;PUPA;Butterflies;1;4;11;385
8;B3;PUPA;Humbleflies;3;20;21;735
8;B3;PUPA;Butterflies;1;20;21;735
8;B4;PUPA;Humbleflies;1;30;30;1050
8;B5;PUPA;Humbleflies;1;12;7;245
8;C2;PUPA;Humbleflies;1;15;19;665
8;C2;PUPA;Butterflies;1;15;19;665
8;C3;PUPA;Humbleflies;6;25;15;525
8;C3;PUPA;Butterflies;2;25;15;525
8;C4;PUPA;Humbleflies;1;40;16;560
8;C4;PUPA;Butterflies;1;40;16;560
8;C5;PUPA;Butterflies;1;15;9;315
8;C6;PUPA;Humbleflies;1;20;11;385
8;D2;PUPA;Humbleflies;2;7;24;840
8;D2;PUPA;Butterflies;2;7;24;840
8;D3;PUPA;Humbleflies;2;40;14;490
8;D3;PUPA;Butterflies;2;40;14;490
8;D4;PUPA;Humbleflies;3;35;11;385
8;D5;PUPA;Humbleflies;2;25;7;245
8;D6;PUPA;Butterflies;1;30;6;210
8;D6;PUPA;Humbleflies;3;30;6;210
8;E1;PUPA;Humbleflies;1;2;8;280
8;E1;PUPA;Hoverflies;2;2;8;280
8;E2;PUPA;Humbleflies;2;25;14;490
8;E3;PUPA;Humbleflies;3;30;12;420
8;E3;PUPA;Butterflies;1;30;12;420
8;E5;PUPA;Bees;1;40;11;385
8;F1;PUPA;Humbleflies;2;1;0;0
8;F2;PUPA;Humbleflies;2;1;0;0
8;F3;PUPA;Butterflies;1;1;0;0
8;F4;PUPA;Humbleflies;1;1;0;0
