"","Bees","House_flies","Hoverflies","Small_beetles","Small_flies"
"D3 CHFU 23",0,0,0,0,0.0333333333333333
"D3 CHFU 24",0,0,0,0,0.0333333333333333
"D3 CHFU 25",0,0,0,0,0.0333333333333333
"D3 CHFU 26",0,0,0,0,0.0333333333333333
"D3 CHFU 27",0,0,0,0,0.0333333333333333
"D3 CHFU 28",0,0,0,0,0.0333333333333333
"D3 CHFU 29",0,0,0,0,0.0333333333333333
"D3 CHFU 3",0,0,0,0,0.0333333333333333
"D3 CHFU 30",0,0,0,0,0.0333333333333333
"D3 CHFU 4",0,0,0,0,0.0333333333333333
"D3 CHFU 5",0,0,0,0,0.0333333333333333
"D3 CHFU 6",0,0,0,0,0.0333333333333333
"D3 CHFU 7",0,0,0,0,0.0333333333333333
"D3 CHFU 8",0,0,0,0,0.0333333333333333
"D3 CHFU 9",0,0,0,0,0.0333333333333333
"D5 CHFU 1",0,0.025,0,0,0.05
"D5 CHFU 10",0,0.025,0,0,0.05
"D5 CHFU 11",0,0.025,0,0,0.05
"D5 CHFU 12",0,0.025,0,0,0.05
"D5 CHFU 13",0,0.025,0,0,0.05
"D5 CHFU 14",0,0.025,0,0,0.05
"D5 CHFU 15",0,0.025,0,0,0.05
"D5 CHFU 16",0,0.025,0,0,0.05
"D5 CHFU 17",0,0.025,0,0,0.05
"D5 CHFU 18",0,0.025,0,0,0.05
"D5 CHFU 19",0,0.025,0,0,0.05
"D5 CHFU 2",0,0.025,0,0,0.05
"D5 CHFU 20",0,0.025,0,0,0.05
"D5 CHFU 21",0,0.025,0,0,0.05
"D5 CHFU 22",0,0.025,0,0,0.05
"D5 CHFU 23",0,0.025,0,0,0.05
"D5 CHFU 24",0,0.025,0,0,0.05
"D5 CHFU 25",0,0.025,0,0,0.05
"D5 CHFU 26",0,0.025,0,0,0.05
"D5 CHFU 27",0,0.025,0,0,0.05
"D5 CHFU 28",0,0.025,0,0,0.05
"D5 CHFU 29",0,0.025,0,0,0.05
"D5 CHFU 3",0,0.025,0,0,0.05
"D5 CHFU 30",0,0.025,0,0,0.05
"D5 CHFU 31",0,0.025,0,0,0.05
"D5 CHFU 32",0,0.025,0,0,0.05
"D5 CHFU 33",0,0.025,0,0,0.05
"D5 CHFU 34",0,0.025,0,0,0.05
"D5 CHFU 35",0,0.025,0,0,0.05
"D5 CHFU 36",0,0.025,0,0,0.05
"D5 CHFU 37",0,0.025,0,0,0.05
"D5 CHFU 38",0,0.025,0,0,0.05
"D5 CHFU 39",0,0.025,0,0,0.05
"D5 CHFU 4",0,0.025,0,0,0.05
"D5 CHFU 40",0,0.025,0,0,0.05
"D5 CHFU 5",0,0.025,0,0,0.05
"D5 CHFU 6",0,0.025,0,0,0.05
"D5 CHFU 7",0,0.025,0,0,0.05
"D5 CHFU 8",0,0.025,0,0,0.05
"D5 CHFU 9",0,0.025,0,0,0.05
"D6 CHFU 1",0,0,0.0285714285714286,0,0
"D6 CHFU 10",0,0,0.0285714285714286,0,0
"D6 CHFU 11",0,0,0.0285714285714286,0,0
"D6 CHFU 12",0,0,0.0285714285714286,0,0
"D6 CHFU 13",0,0,0.0285714285714286,0,0
"D6 CHFU 14",0,0,0.0285714285714286,0,0
"D6 CHFU 15",0,0,0.0285714285714286,0,0
"D6 CHFU 16",0,0,0.0285714285714286,0,0
"D6 CHFU 17",0,0,0.0285714285714286,0,0
"D6 CHFU 18",0,0,0.0285714285714286,0,0
"D6 CHFU 19",0,0,0.0285714285714286,0,0
"D6 CHFU 2",0,0,0.0285714285714286,0,0
"D6 CHFU 20",0,0,0.0285714285714286,0,0
"D6 CHFU 21",0,0,0.0285714285714286,0,0
"D6 CHFU 22",0,0,0.0285714285714286,0,0
"D6 CHFU 23",0,0,0.0285714285714286,0,0
"D6 CHFU 24",0,0,0.0285714285714286,0,0
"D6 CHFU 25",0,0,0.0285714285714286,0,0
"D6 CHFU 26",0,0,0.0285714285714286,0,0
"D6 CHFU 27",0,0,0.0285714285714286,0,0
"D6 CHFU 28",0,0,0.0285714285714286,0,0
"D6 CHFU 29",0,0,0.0285714285714286,0,0
"D6 CHFU 3",0,0,0.0285714285714286,0,0
"D6 CHFU 30",0,0,0.0285714285714286,0,0
"D6 CHFU 31",0,0,0.0285714285714286,0,0
"D6 CHFU 32",0,0,0.0285714285714286,0,0
"D6 CHFU 33",0,0,0.0285714285714286,0,0
"D6 CHFU 34",0,0,0.0285714285714286,0,0
"D6 CHFU 35",0,0,0.0285714285714286,0,0
"D6 CHFU 4",0,0,0.0285714285714286,0,0
"D6 CHFU 5",0,0,0.0285714285714286,0,0
"D6 CHFU 6",0,0,0.0285714285714286,0,0
"D6 CHFU 7",0,0,0.0285714285714286,0,0
"D6 CHFU 8",0,0,0.0285714285714286,0,0
"D6 CHFU 9",0,0,0.0285714285714286,0,0
"E2 CHFU 1",0,0,0.0526315789473684,0,0
"E2 CHFU 10",0,0,0.0526315789473684,0,0
"E2 CHFU 11",0,0,0.0526315789473684,0,0
"E2 CHFU 12",0,0,0.0526315789473684,0,0
"E2 CHFU 13",0,0,0.0526315789473684,0,0
"E2 CHFU 14",0,0,0.0526315789473684,0,0
"E2 CHFU 15",0,0,0.0526315789473684,0,0
"E2 CHFU 16",0,0,0.0526315789473684,0,0
"E2 CHFU 17",0,0,0.0526315789473684,0,0
"E2 CHFU 18",0,0,0.0526315789473684,0,0
"E2 CHFU 19",0,0,0.0526315789473684,0,0
"E2 CHFU 2",0,0,0.0526315789473684,0,0
"E2 CHFU 3",0,0,0.0526315789473684,0,0
"E2 CHFU 4",0,0,0.0526315789473684,0,0
"E2 CHFU 5",0,0,0.0526315789473684,0,0
"E2 CHFU 6",0,0,0.0526315789473684,0,0
"E2 CHFU 7",0,0,0.0526315789473684,0,0
"E2 CHFU 8",0,0,0.0526315789473684,0,0
"E2 CHFU 9",0,0,0.0526315789473684,0,0
"E3 CHFU 1",0,0,0,0,0.0416666666666667
"E3 CHFU 10",0,0,0,0,0.0416666666666667
"E3 CHFU 11",0,0,0,0,0.0416666666666667
"E3 CHFU 12",0,0,0,0,0.0416666666666667
"E3 CHFU 13",0,0,0,0,0.0416666666666667
"E3 CHFU 14",0,0,0,0,0.0416666666666667
"E3 CHFU 15",0,0,0,0,0.0416666666666667
"E3 CHFU 16",0,0,0,0,0.0416666666666667
"E3 CHFU 17",0,0,0,0,0.0416666666666667
"E3 CHFU 18",0,0,0,0,0.0416666666666667
"E3 CHFU 19",0,0,0,0,0.0416666666666667
"E3 CHFU 2",0,0,0,0,0.0416666666666667
"E3 CHFU 20",0,0,0,0,0.0416666666666667
"E3 CHFU 21",0,0,0,0,0.0416666666666667
"E3 CHFU 22",0,0,0,0,0.0416666666666667
"E3 CHFU 23",0,0,0,0,0.0416666666666667
"E3 CHFU 24",0,0,0,0,0.0416666666666667
"E3 CHFU 3",0,0,0,0,0.0416666666666667
"E3 CHFU 4",0,0,0,0,0.0416666666666667
"E3 CHFU 5",0,0,0,0,0.0416666666666667
"E3 CHFU 6",0,0,0,0,0.0416666666666667
"E3 CHFU 7",0,0,0,0,0.0416666666666667
"E3 CHFU 8",0,0,0,0,0.0416666666666667
"E3 CHFU 9",0,0,0,0,0.0416666666666667
"E4 CHFU 1",0.025,0,0,0,0.05
"E4 CHFU 10",0.025,0,0,0,0.05
"E4 CHFU 11",0.025,0,0,0,0.05
"E4 CHFU 12",0.025,0,0,0,0.05
"E4 CHFU 13",0.025,0,0,0,0.05
"E4 CHFU 14",0.025,0,0,0,0.05
"E4 CHFU 15",0.025,0,0,0,0.05
"E4 CHFU 16",0.025,0,0,0,0.05
"E4 CHFU 17",0.025,0,0,0,0.05
"E4 CHFU 18",0.025,0,0,0,0.05
"E4 CHFU 19",0.025,0,0,0,0.05
"E4 CHFU 2",0.025,0,0,0,0.05
"E4 CHFU 20",0.025,0,0,0,0.05
"E4 CHFU 21",0.025,0,0,0,0.05
"E4 CHFU 22",0.025,0,0,0,0.05
"E4 CHFU 23",0.025,0,0,0,0.05
"E4 CHFU 24",0.025,0,0,0,0.05
"E4 CHFU 25",0.025,0,0,0,0.05
"E4 CHFU 26",0.025,0,0,0,0.05
"E4 CHFU 27",0.025,0,0,0,0.05
"E4 CHFU 28",0.025,0,0,0,0.05
"E4 CHFU 29",0.025,0,0,0,0.05
"E4 CHFU 3",0.025,0,0,0,0.05
"E4 CHFU 30",0.025,0,0,0,0.05
"E4 CHFU 31",0.025,0,0,0,0.05
"E4 CHFU 32",0.025,0,0,0,0.05
"E4 CHFU 33",0.025,0,0,0,0.05
"E4 CHFU 34",0.025,0,0,0,0.05
"E4 CHFU 35",0.025,0,0,0,0.05
"E4 CHFU 36",0.025,0,0,0,0.05
"E4 CHFU 37",0.025,0,0,0,0.05
"E4 CHFU 38",0.025,0,0,0,0.05
"E4 CHFU 39",0.025,0,0,0,0.05
"E4 CHFU 4",0.025,0,0,0,0.05
"E4 CHFU 40",0.025,0,0,0,0.05
"E4 CHFU 5",0.025,0,0,0,0.05
"E4 CHFU 6",0.025,0,0,0,0.05
"E4 CHFU 7",0.025,0,0,0,0.05
"E4 CHFU 8",0.025,0,0,0,0.05
"E4 CHFU 9",0.025,0,0,0,0.05
"E5 CHFU 1",0,0.025,0,0,0.025
"E5 CHFU 10",0,0.025,0,0,0.025
"E5 CHFU 11",0,0.025,0,0,0.025
"E5 CHFU 12",0,0.025,0,0,0.025
"E5 CHFU 13",0,0.025,0,0,0.025
"E5 CHFU 14",0,0.025,0,0,0.025
"E5 CHFU 15",0,0.025,0,0,0.025
"E5 CHFU 16",0,0.025,0,0,0.025
"E5 CHFU 17",0,0.025,0,0,0.025
"E5 CHFU 18",0,0.025,0,0,0.025
"E5 CHFU 19",0,0.025,0,0,0.025
"E5 CHFU 2",0,0.025,0,0,0.025
"E5 CHFU 20",0,0.025,0,0,0.025
"E5 CHFU 21",0,0.025,0,0,0.025
"E5 CHFU 22",0,0.025,0,0,0.025
"E5 CHFU 23",0,0.025,0,0,0.025
"E5 CHFU 24",0,0.025,0,0,0.025
"E5 CHFU 25",0,0.025,0,0,0.025
"E5 CHFU 26",0,0.025,0,0,0.025
"E5 CHFU 27",0,0.025,0,0,0.025
"E5 CHFU 28",0,0.025,0,0,0.025
"E5 CHFU 29",0,0.025,0,0,0.025
"E5 CHFU 3",0,0.025,0,0,0.025
"E5 CHFU 30",0,0.025,0,0,0.025
"E5 CHFU 31",0,0.025,0,0,0.025
"E5 CHFU 32",0,0.025,0,0,0.025
"E5 CHFU 33",0,0.025,0,0,0.025
"E5 CHFU 34",0,0.025,0,0,0.025
"E5 CHFU 35",0,0.025,0,0,0.025
"E5 CHFU 36",0,0.025,0,0,0.025
"E5 CHFU 37",0,0.025,0,0,0.025
"E5 CHFU 38",0,0.025,0,0,0.025
"E5 CHFU 39",0,0.025,0,0,0.025
"E5 CHFU 4",0,0.025,0,0,0.025
"E5 CHFU 40",0,0.025,0,0,0.025
"E5 CHFU 5",0,0.025,0,0,0.025
"E5 CHFU 6",0,0.025,0,0,0.025
"E5 CHFU 7",0,0.025,0,0,0.025
"E5 CHFU 8",0,0.025,0,0,0.025
"E5 CHFU 9",0,0.025,0,0,0.025
"F3 CHFU 1",0,0,0,0,0.0333333333333333
"F3 CHFU 10",0,0,0,0,0.0333333333333333
"F3 CHFU 11",0,0,0,0,0.0333333333333333
"F3 CHFU 12",0,0,0,0,0.0333333333333333
"F3 CHFU 13",0,0,0,0,0.0333333333333333
"F3 CHFU 14",0,0,0,0,0.0333333333333333
"F3 CHFU 15",0,0,0,0,0.0333333333333333
"F3 CHFU 16",0,0,0,0,0.0333333333333333
"F3 CHFU 17",0,0,0,0,0.0333333333333333
"F3 CHFU 18",0,0,0,0,0.0333333333333333
"F3 CHFU 19",0,0,0,0,0.0333333333333333
"F3 CHFU 2",0,0,0,0,0.0333333333333333
"F3 CHFU 20",0,0,0,0,0.0333333333333333
"F3 CHFU 21",0,0,0,0,0.0333333333333333
"F3 CHFU 22",0,0,0,0,0.0333333333333333
"F3 CHFU 23",0,0,0,0,0.0333333333333333
"F3 CHFU 24",0,0,0,0,0.0333333333333333
"F3 CHFU 25",0,0,0,0,0.0333333333333333
"F3 CHFU 26",0,0,0,0,0.0333333333333333
"F3 CHFU 27",0,0,0,0,0.0333333333333333
"F3 CHFU 28",0,0,0,0,0.0333333333333333
"F3 CHFU 29",0,0,0,0,0.0333333333333333
"F3 CHFU 3",0,0,0,0,0.0333333333333333
"F3 CHFU 30",0,0,0,0,0.0333333333333333
"F3 CHFU 4",0,0,0,0,0.0333333333333333
"F3 CHFU 5",0,0,0,0,0.0333333333333333
"F3 CHFU 6",0,0,0,0,0.0333333333333333
"F3 CHFU 7",0,0,0,0,0.0333333333333333
"F3 CHFU 8",0,0,0,0,0.0333333333333333
"F3 CHFU 9",0,0,0,0,0.0333333333333333
"F4 CHFU 1",0,0,0,0,0.0454545454545455
"F4 CHFU 10",0,0,0,0,0.0454545454545455
"F4 CHFU 11",0,0,0,0,0.0454545454545455
"F4 CHFU 12",0,0,0,0,0.0454545454545455
"F4 CHFU 13",0,0,0,0,0.0454545454545455
"F4 CHFU 14",0,0,0,0,0.0454545454545455
"F4 CHFU 15",0,0,0,0,0.0454545454545455
"F4 CHFU 16",0,0,0,0,0.0454545454545455
"F4 CHFU 17",0,0,0,0,0.0454545454545455
"F4 CHFU 18",0,0,0,0,0.0454545454545455
"F4 CHFU 19",0,0,0,0,0.0454545454545455
"F4 CHFU 2",0,0,0,0,0.0454545454545455
"F4 CHFU 20",0,0,0,0,0.0454545454545455
"F4 CHFU 21",0,0,0,0,0.0454545454545455
"F4 CHFU 22",0,0,0,0,0.0454545454545455
"F4 CHFU 3",0,0,0,0,0.0454545454545455
"F4 CHFU 4",0,0,0,0,0.0454545454545455
"F4 CHFU 5",0,0,0,0,0.0454545454545455
"F4 CHFU 6",0,0,0,0,0.0454545454545455
"F4 CHFU 7",0,0,0,0,0.0454545454545455
"F4 CHFU 8",0,0,0,0,0.0454545454545455
"F4 CHFU 9",0,0,0,0,0.0454545454545455
"F6 CHFU 1",0,0,0,0,0.0571428571428571
"F6 CHFU 10",0,0,0,0,0.0571428571428571
"F6 CHFU 11",0,0,0,0,0.0571428571428571
"F6 CHFU 12",0,0,0,0,0.0571428571428571
"F6 CHFU 13",0,0,0,0,0.0571428571428571
"F6 CHFU 14",0,0,0,0,0.0571428571428571
"F6 CHFU 15",0,0,0,0,0.0571428571428571
"F6 CHFU 16",0,0,0,0,0.0571428571428571
"F6 CHFU 17",0,0,0,0,0.0571428571428571
"F6 CHFU 18",0,0,0,0,0.0571428571428571
"F6 CHFU 19",0,0,0,0,0.0571428571428571
"F6 CHFU 2",0,0,0,0,0.0571428571428571
"F6 CHFU 20",0,0,0,0,0.0571428571428571
"F6 CHFU 21",0,0,0,0,0.0571428571428571
"F6 CHFU 22",0,0,0,0,0.0571428571428571
"F6 CHFU 23",0,0,0,0,0.0571428571428571
"F6 CHFU 24",0,0,0,0,0.0571428571428571
"F6 CHFU 25",0,0,0,0,0.0571428571428571
"F6 CHFU 26",0,0,0,0,0.0571428571428571
"F6 CHFU 27",0,0,0,0,0.0571428571428571
"F6 CHFU 28",0,0,0,0,0.0571428571428571
"F6 CHFU 29",0,0,0,0,0.0571428571428571
"F6 CHFU 3",0,0,0,0,0.0571428571428571
"F6 CHFU 30",0,0,0,0,0.0571428571428571
"F6 CHFU 31",0,0,0,0,0.0571428571428571
"F6 CHFU 32",0,0,0,0,0.0571428571428571
"F6 CHFU 33",0,0,0,0,0.0571428571428571
"F6 CHFU 34",0,0,0,0,0.0571428571428571
"F6 CHFU 35",0,0,0,0,0.0571428571428571
"F6 CHFU 4",0,0,0,0,0.0571428571428571
"F6 CHFU 5",0,0,0,0,0.0571428571428571
"F6 CHFU 6",0,0,0,0,0.0571428571428571
"F6 CHFU 7",0,0,0,0,0.0571428571428571
"F6 CHFU 8",0,0,0,0,0.0571428571428571
"F6 CHFU 9",0,0,0,0,0.0571428571428571
