"","Bees","Flower_beetles","House_flies","Hoverflies","Small_beetles","Small_flies"
"C2 LEMA 17",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0685714285714286
"C2 LEMA 18",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0685714285714286
"C2 LEMA 19",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0685714285714286
"C2 LEMA 2",0.228571428571429,1.35714285714286,0,0.395238095238095,0.2,0.435238095238095
"C2 LEMA 20",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0685714285714286
"C2 LEMA 21",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0685714285714286
"C2 LEMA 22",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0685714285714286
"C2 LEMA 23",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0685714285714286
"C2 LEMA 24",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0685714285714286
"C2 LEMA 25",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0685714285714286
"C2 LEMA 26",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 27",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 28",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 29",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 3",0.228571428571429,1.35714285714286,0,0.395238095238095,0.2,0.435238095238095
"C2 LEMA 30",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 31",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 32",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 33",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 34",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 35",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 4",0.228571428571429,1.35714285714286,0,0.395238095238095,0.2,0.435238095238095
"C2 LEMA 5",0.228571428571429,1.35714285714286,0,0.395238095238095,0.2,0.435238095238095
"C2 LEMA 6",0.0285714285714286,0.557142857142857,0,0.195238095238095,0,0.235238095238095
"C2 LEMA 7",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0685714285714286
"C2 LEMA 8",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0685714285714286
"C2 LEMA 9",0.0285714285714286,0.0571428571428571,0,0.0285714285714286,0,0.0685714285714286
"C3 LEMA 1",0.333333333333333,1.1430303030303,0,0,0.2,2.14090909090909
"C3 LEMA 10",0.133333333333333,0.476363636363636,0,0,0,0.140909090909091
"C3 LEMA 11",0.133333333333333,0.476363636363636,0,0,0,0.140909090909091
"C3 LEMA 12",0.133333333333333,0.385454545454545,0,0,0,0.05
"C3 LEMA 13",0.133333333333333,0.385454545454545,0,0,0,0.05
"C3 LEMA 14",0.133333333333333,0.385454545454545,0,0,0,0.05
"C3 LEMA 15",0.133333333333333,0.385454545454545,0,0,0,0.05
"C3 LEMA 16",0,0.185454545454545,0,0,0,0.05
"C3 LEMA 17",0,0.185454545454545,0,0,0,0.05
"C3 LEMA 18",0,0.185454545454545,0,0,0,0.05
"C3 LEMA 19",0,0.185454545454545,0,0,0,0.05
"C3 LEMA 2",0.333333333333333,1.1430303030303,0,0,0.2,0.140909090909091
"C3 LEMA 20",0,0.185454545454545,0,0,0,0.05
"C3 LEMA 21",0,0.0854545454545454,0,0,0,0
"C3 LEMA 22",0,0.0854545454545454,0,0,0,0
"C3 LEMA 23",0,0.04,0,0,0,0
"C3 LEMA 24",0,0.04,0,0,0,0
"C3 LEMA 25",0,0.04,0,0,0,0
"C3 LEMA 3",0.333333333333333,1.1430303030303,0,0,0.2,0.140909090909091
"C3 LEMA 4",0.333333333333333,1.1430303030303,0,0,0.2,0.140909090909091
"C3 LEMA 5",0.333333333333333,1.1430303030303,0,0,0.2,0.140909090909091
"C3 LEMA 6",0.133333333333333,1.1430303030303,0,0,0,0.140909090909091
"C3 LEMA 7",0.133333333333333,1.1430303030303,0,0,0,0.140909090909091
"C3 LEMA 8",0.133333333333333,1.1430303030303,0,0,0,0.140909090909091
"C3 LEMA 9",0.133333333333333,1.1430303030303,0,0,0,0.140909090909091
"C4 LEMA 1",1.48555555555556,1.76888888888889,0,0.538888888888889,0.305555555555556,1.85
"C4 LEMA 10",0.235555555555556,0.268888888888889,0,0.177777777777778,0.0555555555555556,0.1
"C4 LEMA 11",0.235555555555556,0.168888888888889,0,0.177777777777778,0.0555555555555556,0
"C4 LEMA 12",0.235555555555556,0.168888888888889,0,0.177777777777778,0.0555555555555556,0
"C4 LEMA 13",0.235555555555556,0.168888888888889,0,0.177777777777778,0.0555555555555556,0
"C4 LEMA 14",0.235555555555556,0.168888888888889,0,0.177777777777778,0.0555555555555556,0
"C4 LEMA 15",0.235555555555556,0.168888888888889,0,0.177777777777778,0.0555555555555556,0
"C4 LEMA 16",0.235555555555556,0.168888888888889,0,0.177777777777778,0.0555555555555556,0
"C4 LEMA 17",0.235555555555556,0.168888888888889,0,0.177777777777778,0.0555555555555556,0
"C4 LEMA 18",0.235555555555556,0.168888888888889,0,0.177777777777778,0.0555555555555556,0
"C4 LEMA 19",0.18,0.113333333333333,0,0.0666666666666667,0,0
"C4 LEMA 2",1.48555555555556,1.76888888888889,0,0.538888888888889,0.305555555555556,1.85
"C4 LEMA 20",0.18,0.113333333333333,0,0.0666666666666667,0,0
"C4 LEMA 21",0.18,0.113333333333333,0,0.0666666666666667,0,0
"C4 LEMA 22",0.18,0.113333333333333,0,0.0666666666666667,0,0
"C4 LEMA 23",0.18,0.113333333333333,0,0.0666666666666667,0,0
"C4 LEMA 24",0.18,0.113333333333333,0,0.0666666666666667,0,0
"C4 LEMA 25",0.18,0.113333333333333,0,0.0666666666666667,0,0
"C4 LEMA 26",0.1,0.0333333333333333,0,0.0666666666666667,0,0
"C4 LEMA 27",0.1,0.0333333333333333,0,0.0666666666666667,0,0
"C4 LEMA 28",0.1,0.0333333333333333,0,0.0666666666666667,0,0
"C4 LEMA 29",0.1,0.0333333333333333,0,0.0666666666666667,0,0
"C4 LEMA 3",0.485555555555556,1.76888888888889,0,0.538888888888889,0.305555555555556,0.85
"C4 LEMA 30",0.1,0.0333333333333333,0,0.0666666666666667,0,0
"C4 LEMA 4",0.485555555555556,1.76888888888889,0,0.538888888888889,0.305555555555556,0.85
"C4 LEMA 5",0.235555555555556,0.268888888888889,0,0.288888888888889,0.0555555555555556,0.1
"C4 LEMA 6",0.235555555555556,0.268888888888889,0,0.288888888888889,0.0555555555555556,0.1
"C4 LEMA 7",0.235555555555556,0.268888888888889,0,0.288888888888889,0.0555555555555556,0.1
"C4 LEMA 8",0.235555555555556,0.268888888888889,0,0.288888888888889,0.0555555555555556,0.1
"C4 LEMA 9",0.235555555555556,0.268888888888889,0,0.288888888888889,0.0555555555555556,0.1
"C5 LEMA 1",0,1.65833333333333,0,0.916666666666667,0.5,0.666666666666667
"C5 LEMA 10",0,0.0333333333333333,0,0.166666666666667,0,0.0666666666666667
"C5 LEMA 11",0,0.0333333333333333,0,0.166666666666667,0,0.0666666666666667
"C5 LEMA 12",0,0.0333333333333333,0,0.166666666666667,0,0.0666666666666667
"C5 LEMA 13",0,0.0333333333333333,0,0.166666666666667,0,0.0666666666666667
"C5 LEMA 14",0,0.0333333333333333,0,0.166666666666667,0,0.0666666666666667
"C5 LEMA 15",0,0.0333333333333333,0,0.166666666666667,0,0.0666666666666667
"C5 LEMA 16",0,0.0333333333333333,0,0.1,0,0
"C5 LEMA 17",0,0.0333333333333333,0,0.1,0,0
"C5 LEMA 18",0,0.0333333333333333,0,0.1,0,0
"C5 LEMA 19",0,0.0333333333333333,0,0.1,0,0
"C5 LEMA 2",0,1.65833333333333,0,0.916666666666667,0.5,0.666666666666667
"C5 LEMA 20",0,0.0333333333333333,0,0.1,0,0
"C5 LEMA 21",0,0.0333333333333333,0,0.1,0,0
"C5 LEMA 22",0,0.0333333333333333,0,0.1,0,0
"C5 LEMA 23",0,0.0333333333333333,0,0.1,0,0
"C5 LEMA 24",0,0.0333333333333333,0,0.1,0,0
"C5 LEMA 25",0,0.0333333333333333,0,0.1,0,0
"C5 LEMA 26",0,0.0333333333333333,0,0.1,0,0
"C5 LEMA 27",0,0.0333333333333333,0,0.1,0,0
"C5 LEMA 28",0,0.0333333333333333,0,0.1,0,0
"C5 LEMA 29",0,0.0333333333333333,0,0.1,0,0
"C5 LEMA 3",0,0.158333333333333,0,0.416666666666667,0,0.666666666666667
"C5 LEMA 30",0,0.0333333333333333,0,0.1,0,0
"C5 LEMA 4",0,0.158333333333333,0,0.416666666666667,0,0.666666666666667
"C5 LEMA 5",0,0.158333333333333,0,0.166666666666667,0,0.666666666666667
"C5 LEMA 6",0,0.158333333333333,0,0.166666666666667,0,0.0666666666666667
"C5 LEMA 7",0,0.158333333333333,0,0.166666666666667,0,0.0666666666666667
"C5 LEMA 8",0,0.158333333333333,0,0.166666666666667,0,0.0666666666666667
"C5 LEMA 9",0,0.0333333333333333,0,0.166666666666667,0,0.0666666666666667
"C6 LEMA 1",0,0.284444444444444,0,0.211111111111111,0.0733333333333333,0.166666666666667
"C6 LEMA 10",0,0.173333333333333,0,0.1,0.0733333333333333,0
"C6 LEMA 11",0,0.173333333333333,0,0,0.0733333333333333,0
"C6 LEMA 12",0,0.173333333333333,0,0,0.0733333333333333,0
"C6 LEMA 13",0,0.173333333333333,0,0,0.0733333333333333,0
"C6 LEMA 14",0,0.173333333333333,0,0,0.0733333333333333,0
"C6 LEMA 15",0,0.173333333333333,0,0,0.0733333333333333,0
"C6 LEMA 16",0,0.173333333333333,0,0,0.0733333333333333,0
"C6 LEMA 17",0,0.173333333333333,0,0,0.0733333333333333,0
"C6 LEMA 18",0,0.173333333333333,0,0,0.0733333333333333,0
"C6 LEMA 19",0,0.173333333333333,0,0,0.0733333333333333,0
"C6 LEMA 2",0,0.284444444444444,0,0.211111111111111,0.0733333333333333,0.166666666666667
"C6 LEMA 20",0,0.173333333333333,0,0,0.0733333333333333,0
"C6 LEMA 21",0,0.173333333333333,0,0,0.0733333333333333,0
"C6 LEMA 22",0,0.173333333333333,0,0,0.0733333333333333,0
"C6 LEMA 23",0,0.173333333333333,0,0,0.0733333333333333,0
"C6 LEMA 24",0,0.173333333333333,0,0,0.0733333333333333,0
"C6 LEMA 25",0,0.173333333333333,0,0,0.0733333333333333,0
"C6 LEMA 26",0,0.133333333333333,0,0,0.0333333333333333,0
"C6 LEMA 27",0,0.133333333333333,0,0,0.0333333333333333,0
"C6 LEMA 28",0,0.133333333333333,0,0,0.0333333333333333,0
"C6 LEMA 29",0,0.133333333333333,0,0,0.0333333333333333,0
"C6 LEMA 3",0,0.284444444444444,0,0.211111111111111,0.0733333333333333,0.166666666666667
"C6 LEMA 30",0,0.133333333333333,0,0,0.0333333333333333,0
"C6 LEMA 4",0,0.284444444444444,0,0.211111111111111,0.0733333333333333,0.166666666666667
"C6 LEMA 5",0,0.284444444444444,0,0.211111111111111,0.0733333333333333,0.166666666666667
"C6 LEMA 6",0,0.284444444444444,0,0.211111111111111,0.0733333333333333,0.166666666666667
"C6 LEMA 7",0,0.284444444444444,0,0.211111111111111,0.0733333333333333,0
"C6 LEMA 8",0,0.284444444444444,0,0.211111111111111,0.0733333333333333,0
"C6 LEMA 9",0,0.284444444444444,0,0.211111111111111,0.0733333333333333,0
"D1 LEMA 1",0,1.79428571428571,0.05,0.633333333333333,0.121428571428571,1.62142857142857
"D1 LEMA 10",0,0.394285714285714,0.05,0.05,0.121428571428571,0.721428571428571
"D1 LEMA 11",0,0.394285714285714,0.05,0.05,0.121428571428571,0.721428571428571
"D1 LEMA 12",0,0.394285714285714,0.05,0.05,0.121428571428571,0.721428571428571
"D1 LEMA 13",0,0.394285714285714,0.05,0.05,0.121428571428571,0.721428571428571
"D1 LEMA 14",0,0.394285714285714,0.05,0.05,0.121428571428571,0.721428571428571
"D1 LEMA 15",0,0.18,0.05,0.05,0.05,0.15
"D1 LEMA 16",0,0.18,0.05,0.05,0.05,0.15
"D1 LEMA 17",0,0.18,0.05,0.05,0.05,0.15
"D1 LEMA 18",0,0.18,0.05,0.05,0.05,0.15
"D1 LEMA 19",0,0.18,0.05,0.05,0.05,0.15
"D1 LEMA 2",0,1.79428571428571,0.05,0.633333333333333,0.121428571428571,1.62142857142857
"D1 LEMA 20",0,0.18,0.05,0.05,0.05,0.15
"D1 LEMA 21",0,0.08,0,0,0,0
"D1 LEMA 22",0,0.08,0,0,0,0
"D1 LEMA 23",0,0.08,0,0,0,0
"D1 LEMA 24",0,0.08,0,0,0,0
"D1 LEMA 25",0,0.08,0,0,0,0
"D1 LEMA 3",0,1.79428571428571,0.05,0.633333333333333,0.121428571428571,1.62142857142857
"D1 LEMA 4",0,1.79428571428571,0.05,0.3,0.121428571428571,1.62142857142857
"D1 LEMA 5",0,0.794285714285714,0.05,0.05,0.121428571428571,1.12142857142857
"D1 LEMA 6",0,0.394285714285714,0.05,0.05,0.121428571428571,0.721428571428571
"D1 LEMA 7",0,0.394285714285714,0.05,0.05,0.121428571428571,0.721428571428571
"D1 LEMA 8",0,0.394285714285714,0.05,0.05,0.121428571428571,0.721428571428571
"D1 LEMA 9",0,0.394285714285714,0.05,0.05,0.121428571428571,0.721428571428571
"D2 LEMA 1",2.75,5.6952380952381,0,1.95833333333333,0,1.5625
"D2 LEMA 10",0,0.0285714285714286,0,0.125,0,0.0625
"D2 LEMA 11",0,0.0285714285714286,0,0.125,0,0.0625
"D2 LEMA 12",0,0.0285714285714286,0,0.125,0,0.0625
"D2 LEMA 13",0,0.0285714285714286,0,0.125,0,0.0625
"D2 LEMA 14",0,0.0285714285714286,0,0.125,0,0.0625
"D2 LEMA 15",0,0.0285714285714286,0,0.125,0,0.0625
"D2 LEMA 16",0,0.0285714285714286,0,0.125,0,0.0625
"D2 LEMA 17",0,0.0285714285714286,0,0,0,0
"D2 LEMA 18",0,0.0285714285714286,0,0,0,0
"D2 LEMA 19",0,0.0285714285714286,0,0,0,0
"D2 LEMA 2",2.75,2.69523809523809,0,0.958333333333333,0,1.5625
"D2 LEMA 20",0,0.0285714285714286,0,0,0,0
"D2 LEMA 21",0,0.0285714285714286,0,0,0,0
"D2 LEMA 22",0,0.0285714285714286,0,0,0,0
"D2 LEMA 23",0,0.0285714285714286,0,0,0,0
"D2 LEMA 24",0,0.0285714285714286,0,0,0,0
"D2 LEMA 25",0,0.0285714285714286,0,0,0,0
"D2 LEMA 26",0,0.0285714285714286,0,0,0,0
"D2 LEMA 27",0,0.0285714285714286,0,0,0,0
"D2 LEMA 28",0,0.0285714285714286,0,0,0,0
"D2 LEMA 29",0,0.0285714285714286,0,0,0,0
"D2 LEMA 3",0.25,0.695238095238095,0,0.458333333333333,0,0.0625
"D2 LEMA 30",0,0.0285714285714286,0,0,0,0
"D2 LEMA 31",0,0.0285714285714286,0,0,0,0
"D2 LEMA 32",0,0.0285714285714286,0,0,0,0
"D2 LEMA 33",0,0.0285714285714286,0,0,0,0
"D2 LEMA 34",0,0.0285714285714286,0,0,0,0
"D2 LEMA 35",0,0.0285714285714286,0,0,0,0
"D2 LEMA 4",0.25,0.361904761904762,0,0.458333333333333,0,0.0625
"D2 LEMA 5",0,0.361904761904762,0,0.458333333333333,0,0.0625
"D2 LEMA 6",0,0.361904761904762,0,0.458333333333333,0,0.0625
"D2 LEMA 7",0,0.361904761904762,0,0.458333333333333,0,0.0625
"D2 LEMA 8",0,0.361904761904762,0,0.458333333333333,0,0.0625
"D2 LEMA 9",0,0.361904761904762,0,0.458333333333333,0,0.0625
"D3 LEMA 1",0.166666666666667,3.96666666666667,0,0.375,0.166666666666667,0.165
"D3 LEMA 10",0,0.1,0,0.0833333333333333,0,0.04
"D3 LEMA 11",0,0.1,0,0.0833333333333333,0,0.04
"D3 LEMA 12",0,0.1,0,0.0833333333333333,0,0.04
"D3 LEMA 13",0,0.1,0,0,0,0.04
"D3 LEMA 14",0,0.1,0,0,0,0.04
"D3 LEMA 15",0,0.1,0,0,0,0.04
"D3 LEMA 16",0,0.1,0,0,0,0.04
"D3 LEMA 17",0,0.1,0,0,0,0.04
"D3 LEMA 18",0,0.1,0,0,0,0.04
"D3 LEMA 19",0,0.1,0,0,0,0.04
"D3 LEMA 2",0.166666666666667,0.966666666666667,0,0.375,0.166666666666667,0.165
"D3 LEMA 20",0,0.1,0,0,0,0.04
"D3 LEMA 21",0,0.1,0,0,0,0.04
"D3 LEMA 22",0,0.1,0,0,0,0.04
"D3 LEMA 23",0,0.1,0,0,0,0.04
"D3 LEMA 24",0,0.1,0,0,0,0.04
"D3 LEMA 25",0,0.1,0,0,0,0.04
"D3 LEMA 26",0,0.1,0,0,0,0.04
"D3 LEMA 27",0,0.1,0,0,0,0.04
"D3 LEMA 28",0,0.1,0,0,0,0.04
"D3 LEMA 29",0,0.1,0,0,0,0.04
"D3 LEMA 3",0.166666666666667,0.966666666666667,0,0.375,0.166666666666667,0.165
"D3 LEMA 30",0,0.1,0,0,0,0.04
"D3 LEMA 31",0,0.1,0,0,0,0.04
"D3 LEMA 32",0,0.1,0,0,0,0.04
"D3 LEMA 33",0,0.1,0,0,0,0.04
"D3 LEMA 34",0,0.1,0,0,0,0.04
"D3 LEMA 35",0,0.1,0,0,0,0.04
"D3 LEMA 36",0,0.1,0,0,0,0.04
"D3 LEMA 37",0,0.1,0,0,0,0.04
"D3 LEMA 38",0,0.1,0,0,0,0.04
"D3 LEMA 39",0,0.1,0,0,0,0.04
"D3 LEMA 4",0.166666666666667,0.966666666666667,0,0.375,0.166666666666667,0.165
"D3 LEMA 40",0,0.1,0,0,0,0.04
"D3 LEMA 41",0,0.1,0,0,0,0.04
"D3 LEMA 42",0,0.1,0,0,0,0.04
"D3 LEMA 43",0,0.1,0,0,0,0.04
"D3 LEMA 44",0,0.1,0,0,0,0.04
"D3 LEMA 45",0,0.1,0,0,0,0.04
"D3 LEMA 46",0,0.1,0,0,0,0.04
"D3 LEMA 47",0,0.1,0,0,0,0.04
"D3 LEMA 48",0,0.1,0,0,0,0.04
"D3 LEMA 49",0,0.1,0,0,0,0.04
"D3 LEMA 5",0.166666666666667,0.966666666666667,0,0.375,0.166666666666667,0.165
"D3 LEMA 50",0,0.1,0,0,0,0.04
"D3 LEMA 6",0.166666666666667,0.766666666666667,0,0.375,0.166666666666667,0.165
"D3 LEMA 7",0,0.6,0,0.208333333333333,0,0.165
"D3 LEMA 8",0,0.6,0,0.208333333333333,0,0.165
"D3 LEMA 9",0,0.1,0,0.0833333333333333,0,0.04
"D4 LEMA 1",0,0.858333333333333,0,0.6,0,0.671428571428571
"D4 LEMA 10",0,0.108333333333333,0,0.1,0,0.171428571428571
"D4 LEMA 11",0,0.108333333333333,0,0,0,0.0714285714285714
"D4 LEMA 12",0,0.108333333333333,0,0,0,0.0714285714285714
"D4 LEMA 13",0,0.025,0,0,0,0.0714285714285714
"D4 LEMA 14",0,0.025,0,0,0,0.0714285714285714
"D4 LEMA 15",0,0.025,0,0,0,0
"D4 LEMA 16",0,0.025,0,0,0,0
"D4 LEMA 17",0,0.025,0,0,0,0
"D4 LEMA 18",0,0.025,0,0,0,0
"D4 LEMA 19",0,0.025,0,0,0,0
"D4 LEMA 2",0,0.858333333333333,0,0.6,0,0.671428571428571
"D4 LEMA 20",0,0.025,0,0,0,0
"D4 LEMA 21",0,0.025,0,0,0,0
"D4 LEMA 22",0,0.025,0,0,0,0
"D4 LEMA 23",0,0.025,0,0,0,0
"D4 LEMA 24",0,0.025,0,0,0,0
"D4 LEMA 25",0,0.025,0,0,0,0
"D4 LEMA 26",0,0.025,0,0,0,0
"D4 LEMA 27",0,0.025,0,0,0,0
"D4 LEMA 28",0,0.025,0,0,0,0
"D4 LEMA 29",0,0.025,0,0,0,0
"D4 LEMA 3",0,0.358333333333333,0,0.1,0,0.671428571428571
"D4 LEMA 30",0,0.025,0,0,0,0
"D4 LEMA 31",0,0.025,0,0,0,0
"D4 LEMA 32",0,0.025,0,0,0,0
"D4 LEMA 33",0,0.025,0,0,0,0
"D4 LEMA 34",0,0.025,0,0,0,0
"D4 LEMA 35",0,0.025,0,0,0,0
"D4 LEMA 36",0,0.025,0,0,0,0
"D4 LEMA 37",0,0.025,0,0,0,0
"D4 LEMA 38",0,0.025,0,0,0,0
"D4 LEMA 39",0,0.025,0,0,0,0
"D4 LEMA 4",0,0.358333333333333,0,0.1,0,0.671428571428571
"D4 LEMA 40",0,0.025,0,0,0,0
"D4 LEMA 5",0,0.108333333333333,0,0.1,0,0.171428571428571
"D4 LEMA 6",0,0.108333333333333,0,0.1,0,0.171428571428571
"D4 LEMA 7",0,0.108333333333333,0,0.1,0,0.171428571428571
"D4 LEMA 8",0,0.108333333333333,0,0.1,0,0.171428571428571
"D4 LEMA 9",0,0.108333333333333,0,0.1,0,0.171428571428571
"D5 LEMA 1",0,1.68333333333333,0,0.692156862745098,0,1.34444444444444
"D5 LEMA 10",0,0.433333333333333,0,0.692156862745098,0,0.233333333333333
"D5 LEMA 11",0,0.333333333333333,0,0.192156862745098,0,0.133333333333333
"D5 LEMA 12",0,0.333333333333333,0,0.192156862745098,0,0.133333333333333
"D5 LEMA 13",0,0.333333333333333,0,0.192156862745098,0,0.133333333333333
"D5 LEMA 14",0,0.333333333333333,0,0.192156862745098,0,0.133333333333333
"D5 LEMA 15",0,0.333333333333333,0,0.192156862745098,0,0.133333333333333
"D5 LEMA 16",0,0,0,0.0588235294117647,0,0
"D5 LEMA 17",0,0,0,0.0588235294117647,0,0
"D5 LEMA 2",0,0.683333333333333,0,0.692156862745098,0,0.344444444444444
"D5 LEMA 3",0,0.683333333333333,0,0.692156862745098,0,0.344444444444444
"D5 LEMA 4",0,0.683333333333333,0,0.692156862745098,0,0.344444444444444
"D5 LEMA 5",0,0.433333333333333,0,0.692156862745098,0,0.344444444444444
"D5 LEMA 6",0,0.433333333333333,0,0.692156862745098,0,0.344444444444444
"D5 LEMA 7",0,0.433333333333333,0,0.692156862745098,0,0.344444444444444
"D5 LEMA 8",0,0.433333333333333,0,0.692156862745098,0,0.344444444444444
"D5 LEMA 9",0,0.433333333333333,0,0.692156862745098,0,0.344444444444444
"D6 LEMA 1",0,1.28333333333333,0,0.16,0,0.29
"D6 LEMA 10",0,0.2,0,0.16,0,0.04
"D6 LEMA 11",0,0.2,0,0.16,0,0.04
"D6 LEMA 12",0,0.2,0,0.16,0,0.04
"D6 LEMA 13",0,0.2,0,0.16,0,0.04
"D6 LEMA 14",0,0.2,0,0.16,0,0.04
"D6 LEMA 15",0,0.2,0,0.16,0,0.04
"D6 LEMA 16",0,0.2,0,0.16,0,0.04
"D6 LEMA 17",0,0.2,0,0.16,0,0.04
"D6 LEMA 18",0,0.2,0,0.16,0,0.04
"D6 LEMA 19",0,0.2,0,0.16,0,0.04
"D6 LEMA 2",0,1.28333333333333,0,0.16,0,0.29
"D6 LEMA 20",0,0.2,0,0.16,0,0.04
"D6 LEMA 21",0,0.2,0,0.16,0,0.04
"D6 LEMA 22",0,0.2,0,0.16,0,0.04
"D6 LEMA 23",0,0.2,0,0.16,0,0.04
"D6 LEMA 24",0,0.2,0,0.16,0,0.04
"D6 LEMA 25",0,0.2,0,0.16,0,0.04
"D6 LEMA 3",0,1.28333333333333,0,0.16,0,0.29
"D6 LEMA 4",0,0.95,0,0.16,0,0.29
"D6 LEMA 5",0,0.2,0,0.16,0,0.04
"D6 LEMA 6",0,0.2,0,0.16,0,0.04
"D6 LEMA 7",0,0.2,0,0.16,0,0.04
"D6 LEMA 8",0,0.2,0,0.16,0,0.04
"D6 LEMA 9",0,0.2,0,0.16,0,0.04
"E1 LEMA 1",0,6.66666666666667,0,0.1,2.36666666666667,0.45
"E1 LEMA 10",0,0.666666666666667,0,0.1,0.0333333333333333,0.45
"E1 LEMA 11",0,0.666666666666667,0,0.1,0.0333333333333333,0.45
"E1 LEMA 12",0,0.666666666666667,0,0.1,0.0333333333333333,0.45
"E1 LEMA 13",0,0.583333333333333,0,0.1,0.0333333333333333,0.45
"E1 LEMA 14",0,0.583333333333333,0,0.1,0.0333333333333333,0.45
"E1 LEMA 15",0,0.583333333333333,0,0.1,0.0333333333333333,0.45
"E1 LEMA 16",0,0.583333333333333,0,0.1,0.0333333333333333,0.45
"E1 LEMA 17",0,0.583333333333333,0,0.1,0.0333333333333333,0.45
"E1 LEMA 18",0,0.583333333333333,0,0.1,0.0333333333333333,0.45
"E1 LEMA 19",0,0.583333333333333,0,0.1,0.0333333333333333,0.45
"E1 LEMA 2",0,2.66666666666667,0,0.1,0.366666666666667,0.45
"E1 LEMA 20",0,0.583333333333333,0,0.1,0.0333333333333333,0.45
"E1 LEMA 21",0,0.233333333333333,0,0,0.0333333333333333,0.1
"E1 LEMA 22",0,0.233333333333333,0,0,0.0333333333333333,0.1
"E1 LEMA 23",0,0.233333333333333,0,0,0.0333333333333333,0.1
"E1 LEMA 24",0,0.233333333333333,0,0,0.0333333333333333,0.1
"E1 LEMA 25",0,0.233333333333333,0,0,0.0333333333333333,0.1
"E1 LEMA 26",0,0.233333333333333,0,0,0.0333333333333333,0.1
"E1 LEMA 27",0,0.233333333333333,0,0,0.0333333333333333,0.1
"E1 LEMA 28",0,0.233333333333333,0,0,0.0333333333333333,0.1
"E1 LEMA 29",0,0.233333333333333,0,0,0.0333333333333333,0.1
"E1 LEMA 3",0,2.66666666666667,0,0.1,0.366666666666667,0.45
"E1 LEMA 30",0,0.233333333333333,0,0,0.0333333333333333,0.1
"E1 LEMA 4",0,0.666666666666667,0,0.1,0.0333333333333333,0.45
"E1 LEMA 5",0,0.666666666666667,0,0.1,0.0333333333333333,0.45
"E1 LEMA 6",0,0.666666666666667,0,0.1,0.0333333333333333,0.45
"E1 LEMA 7",0,0.666666666666667,0,0.1,0.0333333333333333,0.45
"E1 LEMA 8",0,0.666666666666667,0,0.1,0.0333333333333333,0.45
"E1 LEMA 9",0,0.666666666666667,0,0.1,0.0333333333333333,0.45
"E2 LEMA 1",0,4.54411764705882,0,1.38333333333333,1,0.158333333333333
"E2 LEMA 10",0,0.544117647058824,0,0.183333333333333,0,0.158333333333333
"E2 LEMA 11",0,0.344117647058824,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 12",0,0.344117647058824,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 13",0,0.344117647058824,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 14",0,0.344117647058824,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 15",0,0.344117647058824,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 16",0,0.344117647058824,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 17",0,0.344117647058824,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 18",0,0.05,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 19",0,0.05,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 2",0,0.544117647058824,0,0.383333333333333,0,0.158333333333333
"E2 LEMA 20",0,0.05,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 21",0,0.05,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 22",0,0.05,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 23",0,0.05,0,0.0833333333333333,0,0.0583333333333333
