Day;Month;Year;Plot;Subplot;Group;Order;Superfamily;Family;Species;ID;G_F;Visits;ID2;Plant_Simple;num.plantas;Fruit;Seed
11;4;2019;8;B4;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;2;LEMA;LEMA;2;6;384
11;4;2019;8;B4;Bee;Hymenoptera;Apoidea;NA;NA;Apoidea;Bees;1;LEMA;LEMA;2;6;384
11;4;2019;8;B5;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;ME;ME;1;0;0
11;4;2019;8;B5;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;3;LEMA;LEMA;1;3;192
11;4;2019;8;B5;Bee;Hymenoptera;Apoidea;NA;NA;Apoidea;Bees;2;LEMA;LEMA;1;3;192
11;4;2019;8;B6;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;3;4;256
11;4;2019;8;C2;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;5;6;384
11;4;2019;8;C2;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;LEMA;LEMA;5;6;384
11;4;2019;8;C3;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;3;LEMA;LEMA;9;10;640
11;4;2019;8;C4;Bee;Hymenoptera;Apoidea;NA;NA;Apoidea;Bees;1;LEMA;LEMA;4;5;320
11;4;2019;8;C4;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;4;5;320
11;4;2019;8;C4;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;LEMA;LEMA;4;5;320
11;4;2019;8;D1;Beetle;Coleoptera;Tenebrionoidea;Oedemeridae;NA;Oedemeridae;Flower_beetles;1;LEMA;LEMA;5;5;320
11;4;2019;8;D2;Beetle;Coleoptera;Tenebrionoidea;Oedemeridae;NA;Oedemeridae;Flower_beetles;1;LEMA;LEMA;9;8;512
11;4;2019;8;D2;Fly;Diptera;Syrphoidea;Syrphidae;Sphaerophoria_scripta;Sphaerophoria_scripta;Hoverflies;2;LEMA;LEMA;9;8;512
11;4;2019;8;D2;Beetle;Coleoptera;Tenebrionoidea;Oedemeridae;NA;Oedemeridae;Flower_beetles;2;LEMA;LEMA;9;8;512
11;4;2019;8;E2;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;LEMA;LEMA;11;5;320
11;4;2019;8;E2;Bee;Hymenoptera;Apoidea;NA;NA;Apoidea;Bees;1;ME;ME;1;250;250
11;4;2019;8;E3;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;3;4;256
11;4;2019;8;E4;Bee;Hymenoptera;Apoidea;NA;NA;Apoidea;Bees;1;LEMA;LEMA;3;5;320
11;4;2019;8;E4;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;LEMA;LEMA;3;5;320
11;4;2019;8;F3;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;LEMA;LEMA;1;0;0
11;4;2019;9;B4;Fly;Diptera;Syrphoidea;Syrphidae;NA;Syrphidae;Hoverflies;1;LEMA;LEMA;3;2;128
11;4;2019;9;B4;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;3;2;128
11;4;2019;9;B4;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;3;2;128
11;4;2019;9;B5;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;2;1;64
11;4;2019;9;B5;Beetle;Coleoptera;Cleroidea;Melyridae;Malachius_sp.;Malachius_sp.;Flower_beetles;1;LEMA;LEMA;2;1;64
11;4;2019;9;B5;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;LEMA;LEMA;2;1;64
11;4;2019;9;B5;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;LEMA;LEMA;2;1;64
11;4;2019;9;B6;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;7;2;128
11;4;2019;9;B6;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;7;2;128
11;4;2019;9;C5;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;2;1;64
11;4;2019;9;D5;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;LEMA;LEMA;9;3;192
11;4;2019;9;D5;Fly;Diptera;Muscoidea;Muscidae;NA;Muscidae;House_flies;1;ME;ME;2;0;0
11;4;2019;9;D5;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;ME;ME;2;0;0
11;4;2019;9;D6;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;ME;ME;1;0;0
11;4;2019;9;E3;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;LEMA;LEMA;1;0;0
11;4;2019;9;E3;Fly;Diptera;Muscoidea;Muscidae;NA;Muscidae;House_flies;1;ME;ME;1;90;90
11;4;2019;9;E3;Fly;Diptera;Syrphoidea;Syrphidae;Sphaerophoria_scripta;Sphaerophoria_scripta;Hoverflies;1;LEMA;LEMA;1;0;0
11;4;2019;9;E3;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;1;0;0
11;4;2019;9;E3;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;1;0;0
11;4;2019;9;E3;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;1;0;0
11;4;2019;9;E3;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;1;0;0
11;4;2019;9;E3;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;LEMA;LEMA;1;0;0
11;4;2019;9;E3;Beetle;Coleoptera;Cleroidea;Melyridae;NA;Melyridae;Flower_beetles;3;LEMA;LEMA;1;0;0
11;4;2019;9;E5;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;3;1;64
11;4;2019;9;E5;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;3;1;64
11;4;2019;9;F1;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;LEMA;LEMA;1;0;0
11;4;2019;9;F2;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;1;0;0
11;4;2019;9;F2;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;1;0;0
11;4;2019;9;F2;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;1;0;0
11;4;2019;9;F2;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;1;0;0
11;4;2019;9;F2;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;1;0;0
11;4;2019;9;F5;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;1;0;0
23;4;2019;7;D1;Beetle;Coleoptera;Tenebrionoidea;Mordellidae;NA;Mordellidae;Flower_beetles;2;CHMI;CHMI;1;0;0
23;4;2019;7;D3;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;CHMI;CHMI;1;0;0
23;4;2019;7;D4;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;LEMA;LEMA;11;5;320
23;4;2019;7;E4;Fly;Diptera;Syrphoidea;Syrphidae;Odontomyia_sp.;Odontomyia_sp.;Hoverflies;1;LEMA;LEMA;15;5;320
23;4;2019;7;E4;NA;NA;NA;NA;NA;NA;NA;1;LEMA;LEMA;15;5;320
23;4;2019;7;F3;Beetle;Coleoptera;Curculionoidea;Curculionidae;NA;Curculionidae;Small_beetles;1;LEMA;LEMA;8;4;256
23;4;2019;7;F4;Beetle;Coleoptera;Tenebrionoidea;Mordellidae;NA;Mordellidae;Flower_beetles;2;CHMI;CHMI;1;0;0
23;4;2019;7;F4;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;CHMI;CHMI;1;0;0
23;4;2019;7;F4;Beetle;Coleoptera;Curculionoidea;Curculionidae;NA;Curculionidae;Small_beetles;1;LEMA;LEMA;5;4;256
23;4;2019;7;F5;Beetle;Coleoptera;Tenebrionoidea;Mordellidae;NA;Mordellidae;Flower_beetles;1;CHMI;CHMI;1;0;0
23;4;2019;8;A4;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;2;5;320
23;4;2019;8;B5;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;2;LEMA;LEMA;1;3;192
23;4;2019;8;B5;Beetle;Coleoptera;Tenebrionoidea;Mordellidae;NA;Mordellidae;Flower_beetles;1;LEMA;LEMA;1;3;192
23;4;2019;8;C2;NA;NA;NA;NA;NA;NA;NA;1;LEMA;LEMA;5;6;384
23;4;2019;8;E5;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;3;3;192
23;4;2019;8;F2;Beetle;Coleoptera;Elateroidea;Cantharidae;NA;Cantharidae;Flower_beetles;1;PUPA;PUPA;1;0;0
23;4;2019;8;F3;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;PUPA;PUPA;1;0;0
23;4;2019;9;B6;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;7;2;128
23;4;2019;9;D6;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;4;1;64
23;4;2019;9;E5;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;2;LEMA;LEMA;3;1;64
23;4;2019;9;E6;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;8;2;128
23;4;2019;9;F6;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;1;0;0
23;4;2019;9;F6;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;LEMA;LEMA;1;0;0
30;4;2019;7;B5;Bee;Hymenoptera;Apoidea;Apidae;Eucera_sp.;Eucera_sp.;Bees;1;PUPA;PUPA;3;9;315
30;4;2019;7;C2;Bee;Hymenoptera;Apoidea;NA;NA;Apoidea;Bees;1;PUPA;PUPA;1;0;0
30;4;2019;7;C2;Bee;Hymenoptera;Apoidea;Apidae;Eucera_sp.;Eucera_sp.;Bees;1;PUPA;PUPA;1;0;0
30;4;2019;7;C2;Butterfly;Lepidoptera;NA;NA;NA;Lepidoptera;NA;1;PUPA;PUPA;1;0;0
30;4;2019;7;C2;Fly;Diptera;NA;Bibionidae;Dilophus_sp.;Dilophus_sp.;Small_flies;1;PUPA;PUPA;1;0;0
30;4;2019;7;D2;Bee;Hymenoptera;Apoidea;Apidae;Eucera_sp.;Eucera_sp.;Bees;1;PUPA;PUPA;1;0;0
30;4;2019;7;D2;Bee;Hymenoptera;Apoidea;Apidae;Eucera_sp.;Eucera_sp.;Bees;1;PUPA;PUPA;1;0;0
30;4;2019;7;D3;Bee;Hymenoptera;Apoidea;Apidae;Eucera_sp.;Eucera_sp.;Bees;1;PUPA;PUPA;5;6;210
30;4;2019;7;D5;Bee;Hymenoptera;Apoidea;Apidae;Eucera_sp.;Eucera_sp.;Bees;2;PUPA;PUPA;11;17;595
30;4;2019;8;B2;Bee;Hymenoptera;Apoidea;Apidae;Eucera_sp.;Eucera_sp.;Bees;2;PUPA;PUPA;4;11;385
30;4;2019;8;B4;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;1;PUPA;PUPA;31;30;1050
30;4;2019;8;C3;Bee;Hymenoptera;Apoidea;Apidae;Eucera_sp.;Eucera_sp.;Bees;2;PUPA;PUPA;25;15;525
30;4;2019;8;C3;Bee;Hymenoptera;Apoidea;NA;NA;Apoidea;Bees;1;PUPA;PUPA;25;15;525
30;4;2019;8;C3;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;1;PUPA;PUPA;25;15;525
30;4;2019;8;D3;Bee;Hymenoptera;Apoidea;Apidae;NA;Apidae;Bees;1;PUPA;PUPA;41;14;490
30;4;2019;8;D3;Bee;Hymenoptera;Apoidea;NA;NA;Apoidea;Bees;1;PUPA;PUPA;41;14;490
30;4;2019;8;D3;Bee;Hymenoptera;Apoidea;Apidae;Eucera_sp.;Eucera_sp.;Bees;1;PUPA;PUPA;41;14;490
30;4;2019;8;D3;Bee;Hymenoptera;Apoidea;Apidae;NA;Apidae;Bees;1;PUPA;PUPA;41;14;490
30;4;2019;8;D3;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;PUPA;PUPA;41;14;490
30;4;2019;8;D3;Bee;Hymenoptera;Apoidea;NA;NA;Apoidea;Bees;3;PUPA;PUPA;41;14;490
30;4;2019;8;D5;Bee;Hymenoptera;Apoidea;NA;NA;Apoidea;Bees;1;PUPA;PUPA;25;7;245
30;4;2019;8;D6;Bee;Hymenoptera;Apoidea;NA;NA;Apoidea;Bees;1;PUPA;PUPA;31;6;210
30;4;2019;8;D6;Beetle;Coleoptera;Cleroidea;Melyridae;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;Flower_beetles;1;PUPA;PUPA;31;6;210
30;4;2019;8;D6;Beetle;Coleoptera;Cucujoidea;Nitidulidae;NA;Nitidulidae;Small_beetles;1;PUPA;PUPA;31;6;210
30;4;2019;8;E1;Bee;Hymenoptera;Apoidea;NA;NA;Apoidea;Bees;1;PUPA;PUPA;2;8;280
30;4;2019;8;E2;Fly;Diptera;NA;NA;NA;Diptera;NA;1;PUPA;PUPA;25;14;490
30;4;2019;8;F3;Bee;Hymenoptera;Apoidea;NA;NA;Apoidea;Bees;1;PUPA;PUPA;1;0;0
30;4;2019;8;F3;Bee;Hymenoptera;Apoidea;Apidae;NA;Apidae;Bees;1;PUPA;PUPA;1;0;0
13;5;2019;8;B2;Butterfly;Lepidoptera;Papilionoidea;Hesperiidae;Thymelicus_sp.;Thymelicus_sp.;Butterflies;2;PUPA;PUPA;4;11;385
13;5;2019;8;B3;Fly;Diptera;Muscoidea;Muscidae;NA;Muscidae;House_flies;1;PUPA;PUPA;21;21;735
13;5;2019;8;B4;Butterfly;Lepidoptera;Papilionoidea;Hesperiidae;Thymelicus_sp.;Thymelicus_sp.;Butterflies;1;PUPA;PUPA;31;30;1050
13;5;2019;8;B6;Butterfly;Lepidoptera;Papilionoidea;Hesperiidae;Thymelicus_sp.;Thymelicus_sp.;Butterflies;1;PUPA;PUPA;8;14;490
13;5;2019;8;C5;Butterfly;Lepidoptera;NA;NA;NA;Lepidoptera;NA;1;PUPA;PUPA;15;9;315
13;5;2019;8;C5;Butterfly;Lepidoptera;Papilionoidea;Hesperiidae;Thymelicus_sp.;Thymelicus_sp.;Butterflies;2;PUPA;PUPA;15;9;315
13;5;2019;8;C5;Butterfly;Lepidoptera;Papilionoidea;Hesperiidae;Thymelicus_sp.;Thymelicus_sp.;Butterflies;1;PUPA;PUPA;15;9;315
13;5;2019;8;C5;Butterfly;Lepidoptera;Papilionoidea;Hesperiidae;Thymelicus_sp.;Thymelicus_sp.;Butterflies;2;PUPA;PUPA;15;9;315
13;5;2019;8;C5;Butterfly;Lepidoptera;Papilionoidea;Hesperiidae;Thymelicus_sp.;Thymelicus_sp.;Butterflies;1;PUPA;PUPA;15;9;315
13;5;2019;8;D2;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;7;24;840
13;5;2019;8;D2;Butterfly;Lepidoptera;NA;NA;NA;Lepidoptera;NA;1;PUPA;PUPA;7;24;840
13;5;2019;8;D6;Butterfly;Lepidoptera;Papilionoidea;Hesperiidae;Thymelicus_sp.;Thymelicus_sp.;Butterflies;1;PUPA;PUPA;31;6;210
13;5;2019;8;D6;Butterfly;Lepidoptera;Papilionoidea;Hesperiidae;Thymelicus_sp.;Thymelicus_sp.;Butterflies;1;PUPA;PUPA;31;6;210
13;5;2019;8;D6;Butterfly;Lepidoptera;Papilionoidea;Hesperiidae;Thymelicus_sp.;Thymelicus_sp.;Butterflies;1;PUPA;PUPA;31;6;210
13;5;2019;8;E6;Butterfly;Lepidoptera;Papilionoidea;Hesperiidae;Thymelicus_sp.;Thymelicus_sp.;Butterflies;1;PUPA;PUPA;31;7;245
13;5;2019;8;F1;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;1;0;0
13;5;2019;8;F4;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;2;PUPA;PUPA;1;0;0
13;5;2019;8;F4;Bee;Hymenoptera;Apoidea;NA;NA;Apoidea;Bees;1;PUPA;PUPA;1;0;0
13;5;2019;8;F5;Butterfly;Lepidoptera;Papilionoidea;Hesperiidae;Thymelicus_sp.;Thymelicus_sp.;Butterflies;1;PUPA;PUPA;12;16;560
13;5;2019;8;F5;Butterfly;Lepidoptera;Papilionoidea;Hesperiidae;Thymelicus_sp.;Thymelicus_sp.;Butterflies;1;PUPA;PUPA;12;16;560
20;5;2019;7;A6;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;6;20;700
20;5;2019;7;B4;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;3;11;385
20;5;2019;7;B4;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;1;PUPA;PUPA;3;11;385
20;5;2019;7;B5;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;3;9;315
20;5;2019;7;C2;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;1;0;0
20;5;2019;7;C3;Butterfly;Lepidoptera;Papilionoidea;Pieridae;Colias_croceus;Colias_croceus;Butterflies;1;PUPA;PUPA;3;12;420
20;5;2019;7;C4;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;3;5;175
20;5;2019;7;E3;Bee;Hymenoptera;Apoidea;NA;NA;Apoidea;Bees;2;PUPA;PUPA;3;16;560
20;5;2019;7;E4;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;3;PUPA;PUPA;12;7;245
20;5;2019;7;E4;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;1;PUPA;PUPA;12;7;245
20;5;2019;7;E6;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;9;7;245
20;5;2019;7;F3;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;1;0;0
20;5;2019;7;F3;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;1;PUPA;PUPA;1;0;0
20;5;2019;7;F4;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;1;PUPA;PUPA;6;14;490
20;5;2019;7;F6;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;1;PUPA;PUPA;1;0;0
20;5;2019;8;A2;Fly;Diptera;Syrphoidea;Syrphidae;NA;Syrphidae;Hoverflies;1;PUPA;PUPA;4;9;315
20;5;2019;8;B2;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;1;PUPA;PUPA;4;11;385
20;5;2019;8;B3;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;3;PUPA;PUPA;21;21;735
20;5;2019;8;B3;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;1;PUPA;PUPA;21;21;735
20;5;2019;8;B4;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;31;30;1050
20;5;2019;8;B5;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;12;7;245
20;5;2019;8;C2;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;15;19;665
20;5;2019;8;C2;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;1;PUPA;PUPA;15;19;665
20;5;2019;8;C3;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;6;PUPA;PUPA;25;15;525
20;5;2019;8;C3;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;2;PUPA;PUPA;25;15;525
20;5;2019;8;C4;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;41;16;560
20;5;2019;8;C4;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;1;PUPA;PUPA;41;16;560
20;5;2019;8;C5;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;1;PUPA;PUPA;15;9;315
20;5;2019;8;C6;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;21;11;385
20;5;2019;8;D2;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;2;PUPA;PUPA;7;24;840
20;5;2019;8;D2;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;2;PUPA;PUPA;7;24;840
20;5;2019;8;D3;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;2;PUPA;PUPA;41;14;490
20;5;2019;8;D3;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;2;PUPA;PUPA;41;14;490
20;5;2019;8;D4;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;3;PUPA;PUPA;35;11;385
20;5;2019;8;D5;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;2;PUPA;PUPA;25;7;245
20;5;2019;8;D6;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;1;PUPA;PUPA;31;6;210
20;5;2019;8;D6;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;3;PUPA;PUPA;31;6;210
20;5;2019;8;E1;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;2;8;280
20;5;2019;8;E1;Fly;Diptera;Syrphoidea;Syrphidae;NA;Syrphidae;Hoverflies;2;PUPA;PUPA;2;8;280
20;5;2019;8;E2;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;2;PUPA;PUPA;25;14;490
20;5;2019;8;E3;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;3;PUPA;PUPA;31;12;420
20;5;2019;8;E3;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;1;PUPA;PUPA;31;12;420
20;5;2019;8;E5;Bee;Hymenoptera;Apoidea;Na;NA;Apoidea;Bees;1;PUPA;PUPA;41;11;385
20;5;2019;8;F1;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;2;PUPA;PUPA;1;0;0
20;5;2019;8;F2;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;2;PUPA;PUPA;1;0;0
20;5;2019;8;F3;Butterfly;Lepidoptera;Bombycoidea;Lasiocampidae;Lasiocampa_trifolii;Lasiocampa_trifolii;Butterflies;1;PUPA;PUPA;1;0;0
20;5;2019;8;F4;Fly;Diptera;Asiloidea;Bombyliidae;NA;Bombyliidae;Humbleflies;1;PUPA;PUPA;1;0;0
NA;NA;NA;1;A1;NA;NA;NA;NA;NA;NA;NA;NA;NA;BEMA;1;0;0
NA;NA;NA;1;A1;NA;NA;NA;NA;NA;NA;NA;NA;NA;CETE;1;0;0
NA;NA;NA;1;A1;NA;NA;NA;NA;NA;NA;NA;NA;NA;CHFU;3;1;76
NA;NA;NA;1;A1;NA;NA;NA;NA;NA;NA;NA;NA;NA;CHMI;1;0;0
NA;NA;NA;1;A1;NA;NA;NA;NA;NA;NA;NA;NA;NA;COSQ;1;0;0
